Name,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
Jameson Taillon,NYY,AL,2,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,58,0,0,0,0,0,0,taillja01
Domingo Tapia,TOT,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,tapiado01
Domingo Tapia,KCR,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,tapiado01
Raimel Tapia*,COL,NL,133,533,487,69,133,26,2,6,50,20,6,40,70,.273,.327,.372,.699,79,181,8,1,1,4,2,tapiara01
Stephen Tarpley,NYM,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,tarplst01
Dillon Tate,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,tatedi01
Fernando Tatis Jr.,SDP,NL,130,546,478,99,135,31,0,42,97,25,4,62,153,.282,.364,.611,.975,166,292,5,2,0,4,6,tatisfe02
Mike Tauchman*,TOT,MLB,75,191,166,22,30,5,0,4,15,3,3,23,58,.181,.284,.283,.567,56,47,0,1,1,0,0,tauchmi01
Mike Tauchman*,NYY,AL,11,16,14,1,3,1,0,0,0,2,0,1,6,.214,.267,.286,.552,53,4,0,0,1,0,0,tauchmi01
Mike Tauchman*,SFG,NL,64,175,152,21,27,4,0,4,15,1,3,22,52,.178,.286,.283,.569,56,43,0,1,0,0,0,tauchmi01
Leody Taveras#,TEX,AL,49,185,174,14,28,6,2,3,9,10,1,9,60,.161,.207,.270,.477,30,47,3,1,1,0,0,taverle01
Blake Taylor*,HOU,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,taylobl01
Chris Taylor,LAD,NL,148,582,507,92,129,25,4,20,73,13,1,63,167,.254,.344,.438,.782,107,222,5,8,1,3,2,tayloch03
Josh Taylor*,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,taylojo02
Michael A. Taylor,KCR,AL,142,528,483,58,118,16,1,12,54,14,7,33,144,.244,.297,.356,.653,77,172,9,5,2,5,0,taylomi02
Tyrone Taylor,MIL,NL,93,271,243,33,60,9,3,12,43,6,1,20,59,.247,.321,.457,.778,108,111,6,7,0,1,1,tayloty01
Anderson Tejeda#,TEX,AL,5,17,16,1,1,0,0,0,0,1,0,1,10,.063,.118,.063,.180,-48,1,0,0,0,0,0,tejedan01
Rowdy Tellez*,TOT,MLB,106,325,297,34,72,14,2,11,36,0,0,23,65,.242,.305,.414,.719,93,123,6,4,0,1,4,tellero01
Rowdy Tellez*,TOR,AL,50,151,139,12,29,4,1,4,8,0,0,9,33,.209,.272,.338,.610,64,47,3,3,0,0,1,tellero01
Rowdy Tellez*,MIL,NL,56,174,158,22,43,10,1,7,28,0,0,14,32,.272,.333,.481,.814,118,76,3,1,0,1,3,tellero01
Ryan Tepera,TOT,MLB,43,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,teperry01
Ryan Tepera,CHC,NL,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,teperry01
Ryan Tepera,CHW,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,teperry01
Curtis Terry,TEX,AL,13,48,45,3,4,2,0,0,1,0,0,2,15,.089,.146,.133,.279,-22,6,0,1,0,0,0,terrycu01
Matt Thaiss*,LAA,AL,3,8,7,1,1,0,0,0,0,0,0,1,1,.143,.250,.143,.393,12,1,0,0,0,0,0,thaisma01
Caleb Thielbar,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,thielca01
Dillon Thomas*,SEA,AL,4,9,9,2,1,0,0,0,2,0,0,0,7,.111,.111,.111,.222,-37,1,0,0,0,0,0,thomadi01
Lane Thomas,TOT,NL,77,264,226,35,53,15,2,7,28,6,3,37,63,.235,.341,.412,.752,107,93,6,0,0,1,1,thomala02
Lane Thomas,STL,NL,32,58,48,2,5,1,0,0,1,2,1,10,17,.104,.259,.125,.384,12,6,1,0,0,0,1,thomala02
Lane Thomas,WSN,NL,45,206,178,33,48,14,2,7,27,4,2,27,46,.270,.364,.489,.853,133,87,5,0,0,1,0,thomala02
Keegan Thompson,CHC,NL,29,8,6,0,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,-9,1,1,0,2,0,0,thompke02
Mason Thompson,TOT,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,thompma02
Mason Thompson,SDP,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,thompma02
Mason Thompson,WSN,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,thompma02
Ryan Thompson,TBR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,thompry02
Trayce Thompson,CHC,NL,15,35,28,6,7,1,0,4,9,2,0,7,11,.250,.400,.714,1.114,194,20,2,0,0,0,0,thomptr01
Zach Thompson,MIA,NL,25,18,15,0,2,1,0,0,0,0,0,0,9,.133,.133,.200,.333,-11,3,0,0,3,0,0,thompza01
Trent Thornton,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,thorntr01
Ty Tice*,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ticety01
Ty Tice*,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ticety01
Ka'ai Tom*,TOT,MLB,48,133,108,10,15,2,1,2,12,1,0,17,36,.139,.278,.231,.510,42,25,1,5,0,3,1,tomka01
Ka'ai Tom*,OAK,AL,9,16,16,1,1,0,0,0,1,0,0,0,6,.063,.063,.063,.125,-64,1,0,0,0,0,0,tomka01
Ka'ai Tom*,PIT,NL,39,117,92,9,14,2,1,2,11,1,0,17,30,.152,.308,.261,.569,57,24,1,5,0,3,1,tomka01
Josh Tomlin,ATL,NL,35,5,3,0,1,0,0,0,0,0,0,1,1,.333,.500,.333,.833,129,1,0,0,1,0,0,tomlijo01
Justin Topa,MIL,NL,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,topaju01
Abraham Toro#,TOT,AL,95,375,335,45,80,12,0,11,46,6,3,31,54,.239,.315,.373,.688,92,125,5,7,0,2,0,toroab01
Abraham Toro#,HOU,AL,35,122,109,17,23,1,0,6,20,3,1,9,21,.211,.287,.385,.672,83,42,1,3,0,1,0,toroab01
Abraham Toro#,SEA,AL,60,253,226,28,57,11,0,5,26,3,2,22,33,.252,.328,.367,.695,96,83,4,4,0,1,0,toroab01
Luis Torrens,SEA,AL,108,378,346,39,84,16,2,15,47,0,0,28,99,.243,.299,.431,.730,102,149,8,1,0,3,1,torrelu01
Gleyber Torres,NYY,AL,127,516,459,50,119,22,0,9,51,14,6,50,104,.259,.331,.366,.697,93,168,12,1,2,4,1,torregl01
Ronald Torreyes,PHI,NL,111,344,318,30,77,10,1,7,41,2,1,19,41,.242,.286,.346,.632,71,110,7,1,5,1,2,torrero01
Touki Toussaint,ATL,NL,10,18,15,1,0,0,0,0,0,0,0,2,9,.000,.118,.000,.118,-65,0,0,0,1,0,0,toussto01
Wilfredo Tovar,NYM,NL,6,12,11,0,2,0,0,0,1,0,0,1,4,.182,.250,.182,.432,22,2,0,0,0,0,0,tovarwi01
Taylor Trammell*,SEA,AL,51,178,156,23,25,7,0,8,18,2,3,17,75,.160,.256,.359,.615,71,56,1,3,2,0,0,trammta01
Blake Treinen,LAD,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,treinbl01
Alan Trejo,COL,NL,28,50,46,7,10,2,0,1,3,0,0,3,15,.217,.260,.326,.586,49,15,2,0,0,1,1,trejoal01
Jose Trevino,TEX,AL,89,302,285,23,68,14,0,5,30,1,1,12,57,.239,.267,.340,.607,66,97,13,0,2,3,1,trevijo01
Lou Trivino,OAK,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,trivilo01
Chadwick Tromp,SFG,NL,9,18,18,1,4,0,0,1,2,0,0,0,4,.222,.222,.389,.611,62,7,1,0,0,0,0,trompch01
Nick Tropeano,TOT,NL,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,tropeni01
Nick Tropeano,SFG,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,tropeni01
Nick Tropeano,NYM,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,tropeni01
Mike Trout,LAA,AL,36,146,117,23,39,8,1,8,18,2,0,27,41,.333,.466,.624,1.090,194,73,0,2,0,0,5,troutmi01
Yoshi Tsutsugo*,TOT,MLB,81,262,230,27,50,12,1,8,32,0,1,29,72,.217,.307,.383,.689,88,88,3,1,1,1,0,tsutsyo01
Yoshi Tsutsugo*,TOT,NL,55,175,152,22,37,8,1,8,27,0,1,21,45,.243,.337,.467,.804,115,71,2,1,0,1,0,tsutsyo01
Yoshi Tsutsugo*,TBR,AL,26,87,78,5,13,4,0,0,5,0,0,8,27,.167,.244,.218,.462,33,17,1,0,1,0,0,tsutsyo01
Yoshi Tsutsugo*,LAD,NL,12,31,25,2,3,0,0,0,2,0,0,6,12,.120,.290,.120,.410,16,3,0,0,0,0,0,tsutsyo01
Yoshi Tsutsugo*,PIT,NL,43,144,127,20,34,8,1,8,25,0,1,15,33,.268,.347,.535,.883,135,68,2,1,0,1,0,tsutsyo01
Cole Tucker#,PIT,NL,43,131,117,15,26,4,2,2,12,2,2,13,33,.222,.298,.342,.640,73,40,2,0,0,1,0,tuckeco01
Kyle Tucker*,HOU,AL,140,567,506,83,149,37,3,30,92,14,2,53,90,.294,.359,.557,.917,147,282,10,1,0,5,5,tuckeky01
Justin Turner,LAD,NL,151,612,533,87,148,22,0,27,87,3,0,61,98,.278,.361,.471,.832,120,251,12,12,0,6,0,turneju01
Trea Turner,TOT,NL,148,646,595,107,195,34,3,28,77,32,5,41,110,.328,.375,.536,.911,145,319,18,6,0,4,2,turnetr01
Trea Turner,WSN,NL,96,420,388,66,125,17,3,18,49,21,3,26,77,.322,.369,.521,.890,142,202,13,4,0,2,0,turnetr01
Trea Turner,LAD,NL,52,226,207,41,70,17,0,10,28,11,2,15,33,.338,.385,.565,.950,149,117,5,2,0,2,2,turnetr01
Kyle Tyler,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,tylerky01
Edwin Uceta,LAD,NL,14,5,5,1,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,8,1,0,0,0,0,0,ucetaed01
Duane Underwood Jr.,PIT,NL,39,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,underdu01
Justin Upton,LAA,AL,89,362,318,47,67,12,0,17,41,4,1,39,107,.211,.296,.409,.705,90,130,11,1,0,3,0,uptonju01
José Ureña,DET,AL,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,urenajo01
Julio Urías*,LAD,NL,30,70,59,5,12,2,0,0,9,0,0,0,22,.203,.217,.237,.454,21,14,1,1,10,0,0,uriasju01
Luis Urías,MIL,NL,150,570,490,77,122,25,1,23,75,5,1,63,116,.249,.345,.445,.789,112,218,9,10,1,3,3,uriaslu01
Ramón Urías,BAL,AL,85,296,262,33,73,14,0,7,38,1,2,28,76,.279,.361,.412,.774,112,108,3,6,0,0,0,uriasra01
José Urquidy,HOU,AL,2,4,4,0,1,0,0,0,0,0,0,0,3,.250,.250,.250,.500,39,1,0,0,0,0,0,urquijo01
Gio Urshela,NYY,AL,116,442,420,42,112,18,2,14,49,1,0,20,109,.267,.301,.419,.720,96,176,16,1,0,1,0,urshegi01
Pat Valaika,BAL,AL,90,281,259,17,52,8,0,5,25,1,1,16,76,.201,.250,.290,.540,48,75,4,2,1,3,0,valaipa01
César Valdez,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,valdece01
Framber Valdez,HOU,AL,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,valdefr01
Phillips Valdez,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,valdeph01
Breyvic Valera#,TOR,AL,39,97,87,10,22,6,0,1,15,1,0,8,12,.253,.313,.356,.669,81,31,1,0,1,1,0,valerbr01
Josh VanMeter*,ARI,NL,112,310,274,26,58,17,2,6,36,3,2,33,83,.212,.297,.354,.651,76,97,5,1,0,2,0,vanmejo01
Ildemaro Vargas#,TOT,NL,34,83,77,7,12,3,1,0,7,1,0,6,17,.156,.217,.221,.438,20,17,2,0,0,0,1,vargail01
Ildemaro Vargas#,CHC,NL,9,24,21,3,3,2,0,0,2,1,0,3,7,.143,.250,.238,.488,34,5,1,0,0,0,0,vargail01
Ildemaro Vargas#,PIT,NL,7,13,13,0,1,0,0,0,1,0,0,0,3,.077,.077,.077,.154,-58,1,0,0,0,0,0,vargail01
Ildemaro Vargas#,ARI,NL,18,46,43,4,8,1,1,0,4,0,0,3,7,.186,.239,.256,.495,35,11,1,0,0,0,1,vargail01
Daulton Varsho*,ARI,NL,95,315,284,41,70,17,2,11,38,6,0,30,67,.246,.318,.437,.755,102,124,4,0,1,0,3,varshda01
Andrew Vasquez*,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,vasquan02
Andrew Vaughn,CHW,AL,127,469,417,56,98,22,0,15,48,1,1,41,101,.235,.309,.396,.705,91,165,14,6,0,5,0,vaughan01
Christian Vázquez,BOS,AL,138,498,458,51,118,23,1,6,49,8,4,33,84,.258,.308,.352,.659,77,161,15,2,1,4,0,vazquch01
Vince Velasquez,TOT,NL,24,30,23,0,2,0,0,0,3,0,0,2,9,.087,.160,.087,.247,-30,2,0,0,5,0,0,velasvi01
Vince Velasquez,PHI,NL,20,26,22,0,2,0,0,0,2,0,0,1,9,.091,.130,.091,.221,-38,2,0,0,3,0,0,velasvi01
Vince Velasquez,SDP,NL,4,4,1,0,0,0,0,0,1,0,0,1,0,.000,.500,.000,.500,58,0,0,0,2,0,0,velasvi01
Andrew Velazquez#,NYY,AL,28,68,67,11,15,4,1,1,6,4,1,1,23,.224,.235,.358,.594,61,24,1,0,0,0,0,velazan01
Alex Verdugo*,BOS,AL,146,604,544,88,157,32,2,13,63,6,2,51,96,.289,.351,.426,.777,107,232,11,4,0,5,6,verdual01
Alex Vesia*,LAD,NL,41,4,3,0,0,0,0,0,0,0,0,1,3,.000,.250,.000,.250,-24,0,0,0,0,0,0,vesiaal01
Will Vest,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,vestwi01
Matt Vierling,PHI,NL,34,77,71,11,23,3,1,2,6,2,0,4,20,.324,.364,.479,.843,126,34,1,1,0,1,1,vierlma01
Ryan Vilade,COL,NL,3,7,6,0,0,0,0,0,0,0,0,1,1,.000,.143,.000,.143,-58,0,0,0,0,0,0,viladry01
Jonathan Villar#,NYM,NL,142,505,454,63,113,18,2,18,42,14,7,46,132,.249,.322,.416,.738,101,189,6,3,2,0,2,villajo01
Daniel Vogelbach*,MIL,NL,93,258,215,30,47,8,0,9,24,0,0,43,57,.219,.349,.381,.730,99,82,6,0,0,0,1,vogelda01
Stephen Vogt*,TOT,NL,78,238,210,24,41,6,1,7,25,0,0,26,56,.195,.283,.333,.616,65,70,2,0,1,1,2,vogtst01
Stephen Vogt*,ARI,NL,52,151,132,17,28,6,1,5,17,0,0,18,36,.212,.307,.386,.693,87,51,2,0,1,0,1,vogtst01
Stephen Vogt*,ATL,NL,26,87,78,7,13,0,0,2,8,0,0,8,20,.167,.241,.244,.485,30,19,0,0,0,1,1,vogtst01
Luke Voit,NYY,AL,68,241,213,26,51,7,1,11,35,0,0,21,74,.239,.328,.437,.764,109,93,12,7,0,0,0,voitlu01
Jason Vosler*,SFG,NL,41,82,73,12,13,4,0,3,9,2,0,7,21,.178,.256,.356,.612,65,26,5,1,0,1,1,vosleja01
Austin Voth,WSN,NL,47,3,2,1,1,0,0,0,0,0,0,0,1,.500,.667,.500,1.167,230,1,0,1,0,0,0,vothau01
Joey Votto*,CIN,NL,129,533,448,73,119,23,1,36,99,1,0,77,127,.266,.375,.563,.938,139,252,7,4,0,4,6,vottojo01
Michael Wacha,TBR,AL,3,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,wachami01
Brandon Waddell*,TOT,MLB,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,waddebr01
Brandon Waddell*,STL,NL,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,waddebr01
LaMonte Wade Jr.*,SFG,NL,109,381,336,52,85,17,3,18,56,6,1,33,89,.253,.326,.482,.808,117,162,3,5,4,3,1,wadela01
Tyler Wade*,NYY,AL,103,145,127,31,34,5,1,0,5,17,6,16,37,.268,.354,.323,.677,90,41,3,1,0,0,1,wadety01
Adam Wainwright,STL,NL,33,74,57,1,7,2,0,0,4,0,0,3,25,.123,.167,.158,.325,-9,9,2,0,14,0,0,wainwad01
Christian Walker,ARI,NL,115,445,401,55,98,23,1,10,46,0,0,38,106,.244,.315,.382,.696,88,153,8,4,0,2,1,walkech02
Taijuan Walker#,NYM,NL,28,51,47,0,5,0,0,0,1,0,0,1,29,.106,.143,.106,.249,-30,5,1,1,2,0,0,walketa01
Chad Wallach,MIA,NL,23,66,60,2,12,2,1,0,6,0,0,3,32,.200,.242,.267,.509,38,16,1,1,0,2,0,wallach01
Taylor Walls#,TBR,AL,54,176,152,15,32,10,0,1,15,4,2,23,49,.211,.314,.296,.610,75,45,3,0,1,0,0,wallsta01
Jared Walsh*,LAA,AL,144,585,530,70,147,34,1,29,98,2,1,48,152,.277,.340,.509,.850,127,270,7,4,0,3,6,walshja01
Donovan Walton*,SEA,AL,24,69,63,6,13,2,1,2,7,1,0,4,15,.206,.254,.365,.619,72,23,1,0,2,0,0,waltodo01
Andrew Wantz,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wantzan01
Taylor Ward,LAA,AL,65,237,208,33,52,15,0,8,33,1,1,20,55,.250,.332,.438,.769,107,91,4,6,2,1,0,wardta01
Art Warren,CIN,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,warrear01
Austin Warren,LAA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,warreau01
Tony Watson*,TOT,MLB,35,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,watsoto01
Tony Watson*,LAA,AL,9,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,watsoto01
Tony Watson*,SFG,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,watsoto01
Ryan Weathers,SDP,NL,30,28,27,3,4,0,0,1,1,0,0,1,7,.148,.179,.259,.438,21,7,0,0,0,0,0,weathry01
Luke Weaver,ARI,NL,13,22,19,1,2,0,0,0,1,0,0,1,12,.105,.150,.105,.255,-29,2,0,0,2,0,0,weavelu01
Jacob Webb,ATL,NL,32,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,webbja01
Logan Webb,SFG,NL,26,53,46,7,6,2,1,1,7,0,0,2,21,.130,.167,.283,.449,19,13,1,0,5,0,0,webblo01
Tyler Webb*,STL,NL,21,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,webbty01
Ryan Weber,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,weberry01
Ryan Weber,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,weberry01
Jordan Weems*,TOT,MLB,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,weemsjo01
Jordan Weems*,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,weemsjo01
Jordan Weems*,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,weemsjo01
Patrick Weigel,MIL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,weigepa01
Colton Welker,COL,NL,19,40,37,7,7,1,0,0,2,0,0,3,11,.189,.250,.216,.466,22,8,1,0,0,0,0,welkeco01
Tyler Wells,BAL,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wellsty01
J.B. Wendelken,TOT,MLB,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wendejb01
J.B. Wendelken,OAK,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wendejb01
J.B. Wendelken,ARI,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wendejb01
Joey Wendle*,TBR,AL,136,501,460,73,122,31,4,11,54,8,6,28,113,.265,.319,.422,.741,108,194,9,10,0,3,4,wendljo01
Zack Wheeler*,PHI,NL,32,73,68,1,11,2,0,0,3,0,0,0,39,.162,.162,.191,.353,-5,13,1,0,5,0,0,wheelza01
Eli White,TEX,AL,64,220,198,26,35,6,1,6,15,4,3,18,66,.177,.259,.308,.567,56,61,2,4,0,0,0,whiteel04
Evan White,SEA,AL,30,104,97,8,14,3,0,2,9,0,0,6,31,.144,.202,.237,.439,23,23,1,1,0,0,0,whiteev01
Mitch White,LAD,NL,20,16,15,1,0,0,0,0,0,0,0,1,11,.000,.063,.000,.063,-81,0,0,0,0,0,0,whitemi03
Kodi Whitley,STL,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,whitlko01
Garrett Whitlock,BOS,AL,4,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,170,1,0,0,0,0,0,whitlga01
Rowan Wick*,CHC,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wickro01
Taylor Widener*,ARI,NL,20,18,16,1,1,0,0,0,0,0,0,1,11,.063,.118,.063,.180,-49,1,0,0,1,0,0,widenta01
Brad Wieck*,CHC,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wieckbr01
Stevie Wilkerson#,BAL,AL,30,76,72,5,12,3,0,0,2,2,0,3,30,.167,.211,.208,.419,16,15,0,1,0,0,0,wilkest01
Devin Williams,MIL,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,willide03
Justin Williams*,STL,NL,51,137,119,10,19,0,0,4,11,0,1,17,46,.160,.270,.261,.531,49,31,2,1,0,0,5,williju02
Luke Williams,PHI,NL,58,108,98,8,24,4,0,1,6,2,2,10,23,.245,.315,.316,.631,72,31,2,0,0,0,0,willilu01
Mason Williams*,NYM,NL,17,37,33,3,7,1,0,1,1,0,1,4,9,.212,.297,.333,.631,73,11,1,0,0,0,1,willima10
Nick Williams*,CHW,AL,4,13,10,2,0,0,0,0,0,0,0,1,4,.000,.231,.000,.231,-28,0,1,2,0,0,0,willini01
Taylor Williams#,TOT,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,willita01
Taylor Williams#,SDP,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,willita01
Taylor Williams#,MIA,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,willita01
Trevor Williams,TOT,NL,21,28,25,1,5,0,0,0,1,0,0,1,9,.200,.231,.200,.431,19,5,0,0,2,0,0,willitr01
Trevor Williams,CHC,NL,12,20,18,1,4,0,0,0,1,0,0,1,6,.222,.263,.222,.485,34,4,0,0,1,0,0,willitr01
Trevor Williams,NYM,NL,9,8,7,0,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,-21,1,0,0,1,0,0,willitr01
Bryse Wilson,TOT,NL,15,25,21,1,1,0,0,0,1,0,0,0,9,.048,.091,.048,.139,-61,1,0,1,3,0,0,wilsobr02
Bryse Wilson,ATL,NL,8,13,12,0,1,0,0,0,0,0,0,0,5,.083,.154,.083,.237,-34,1,0,1,0,0,0,wilsobr02
Bryse Wilson,PIT,NL,7,12,9,1,0,0,0,0,1,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,3,0,0,wilsobr02
Cody Wilson,WSN,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,wilsoco01
Jacob Wilson,TOT,AL,12,21,20,3,3,1,1,0,1,0,0,1,3,.150,.190,.300,.490,33,6,1,0,0,0,0,wilsoja04
Jacob Wilson,OAK,AL,6,7,7,1,1,0,0,0,0,0,0,0,1,.143,.143,.143,.286,-19,1,0,0,0,0,0,wilsoja04
Jacob Wilson,HOU,AL,6,14,13,2,2,1,1,0,1,0,0,1,2,.154,.214,.385,.599,60,5,1,0,0,0,0,wilsoja04
Justin Wilson*,TOT,MLB,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wilsoju10
Justin Wilson*,CIN,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wilsoju10
Jesse Winker*,CIN,NL,110,485,423,77,129,32,1,24,71,1,0,53,75,.305,.394,.556,.949,143,235,14,9,0,0,1,winkeje01
Dan Winkler,CHC,NL,45,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,winklda01
Patrick Wisdom,CHC,NL,106,375,338,54,78,13,0,28,61,4,1,32,153,.231,.305,.518,.823,118,175,7,4,0,0,1,wisdopa01
Matt Wisler,TOT,MLB,19,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,wislema01
Matt Wisler,SFG,NL,18,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,wislema01
Matt Wisler,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wislema01
Nick Wittgren,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wittgni01
Tony Wolters*,CHC,NL,14,30,24,3,3,0,0,0,0,0,1,5,12,.125,.276,.125,.401,15,3,1,0,1,0,0,wolteto01
Connor Wong,BOS,AL,6,14,13,3,4,1,1,0,1,0,0,1,7,.308,.357,.538,.896,135,7,0,0,0,0,0,wongco01
Kean Wong*,LAA,AL,32,66,60,3,10,2,1,0,6,0,1,2,17,.167,.194,.233,.427,16,14,0,0,4,0,0,wongke01
Kolten Wong*,MIL,NL,116,492,445,70,121,32,2,14,50,12,5,31,83,.272,.335,.447,.783,110,199,2,13,0,3,1,wongko01
Alex Wood,SFG,NL,24,47,38,0,0,0,0,0,0,0,1,5,26,.000,.116,.000,.116,-64,0,0,0,4,0,0,woodal02
