Name,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
Edward Olivares,KCR,AL,39,111,101,14,24,2,0,5,12,2,2,5,19,.238,.291,.406,.697,87,41,2,3,1,1,0,olivaed02
Matt Olson*,OAK,AL,156,673,565,101,153,35,0,39,111,4,1,88,113,.271,.371,.540,.911,153,305,17,9,0,11,12,olsonma02
Oliver Ortega,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ortegol01
Rafael Ortega*,CHC,NL,103,330,296,44,86,14,2,11,33,12,6,30,70,.291,.360,.463,.823,121,137,3,2,2,0,1,ortegra01
Josh Osich*,CIN,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,osichjo01
Corey Oswalt,NYM,NL,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,2,0,0,oswalco01
Adam Ottavino#,BOS,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ottavad01
Connor Overton*,TOT,MLB,6,1,1,1,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,447,1,0,0,0,0,0,overtco01
Connor Overton*,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,overtco01
Connor Overton*,PIT,NL,5,1,1,1,1,0,0,0,2,0,0,0,0,1.000,1.000,1.000,2.000,447,1,0,0,0,0,0,overtco01
Johan Oviedo,STL,NL,13,22,20,3,3,0,0,0,2,0,0,2,9,.150,.227,.150,.377,8,3,0,0,0,0,0,oviedjo01
Luis Oviedo,PIT,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,oviedlu01
Hunter Owen,PIT,NL,3,5,4,0,0,0,0,0,0,0,0,0,3,.000,.200,.000,.200,-38,0,0,1,0,0,0,owenhu01
Chris Owings,COL,NL,21,50,43,9,14,4,3,1,5,2,1,7,15,.326,.420,.628,1.048,164,27,0,0,0,0,1,owingch01
Marcell Ozuna,ATL,NL,48,208,188,21,40,6,0,7,26,0,0,19,46,.213,.288,.356,.645,70,67,6,1,0,0,0,ozunama01
Cristian Pache,ATL,NL,22,68,63,6,7,3,0,1,4,0,0,2,25,.111,.152,.206,.358,-6,13,1,1,2,0,0,pachecr01
Chris Paddack,SDP,NL,23,42,35,0,1,0,0,0,0,0,0,1,26,.029,.081,.029,.110,-67,1,0,1,5,0,0,paddach01
Kevin Padlo,TOT,AL,10,15,13,1,1,1,0,0,0,0,0,2,9,.077,.200,.154,.354,3,2,0,0,0,0,0,padloke01
Kevin Padlo,TBR,AL,9,14,12,1,1,1,0,0,0,0,0,2,8,.083,.214,.167,.381,11,2,0,0,0,0,0,padloke01
Kevin Padlo,SEA,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,padloke01
Emilio Pagán*,SDP,NL,64,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,paganem01
Josh Palacios*,TOR,AL,13,42,35,7,7,0,0,0,4,0,0,3,11,.200,.293,.200,.493,38,7,0,2,1,1,0,palacjo01
Joe Panik*,TOT,MLB,95,257,236,17,49,9,0,3,18,2,0,17,34,.208,.266,.284,.550,50,67,9,2,1,1,1,panikjo01
Joe Panik*,TOR,AL,42,123,114,9,28,6,0,2,11,0,0,8,14,.246,.293,.351,.644,74,40,4,0,0,1,0,panikjo01
Joe Panik*,MIA,NL,53,134,122,8,21,3,0,1,7,2,0,9,20,.172,.241,.221,.462,27,27,5,2,1,0,1,panikjo01
Isaac Paredes,DET,AL,23,85,72,7,15,3,1,1,5,0,0,10,11,.208,.306,.319,.625,76,23,4,1,0,2,1,paredis01
Hoy Park*,TOT,MLB,45,150,128,16,25,5,2,3,14,1,1,18,38,.195,.297,.336,.633,72,43,4,1,1,1,1,parkho01
Hoy Park*,NYY,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,parkho01
Hoy Park*,PIT,NL,44,149,127,16,25,5,2,3,14,1,1,18,38,.197,.299,.339,.638,73,43,4,1,1,1,1,parkho01
Blake Parker,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,parkebl01
Gerardo Parra*,WSN,NL,53,107,97,13,23,5,0,2,10,1,1,6,30,.237,.292,.351,.643,77,34,3,2,1,1,0,parrage01
Spencer Patton,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,pattosp01
David Paulino,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,paulida01
Joel Payamps,TOT,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,payamjo01
Joel Payamps,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,payamjo01
Joel Payamps,KCR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,payamjo01
Tyler Payne,CHC,NL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,paynety01
Mark Payton*,CIN,NL,24,24,22,2,4,0,0,0,0,0,0,2,7,.182,.250,.182,.432,15,4,0,0,0,0,0,paytoma01
Matt Peacock,ARI,NL,33,17,16,3,4,0,0,0,2,1,0,1,4,.250,.294,.250,.544,50,4,1,0,0,0,0,peacoma01
Joc Pederson*,TOT,NL,137,481,429,55,102,19,3,18,61,2,3,39,117,.238,.310,.422,.732,95,181,9,8,0,5,0,pederjo01
Joc Pederson*,CHC,NL,73,287,256,35,59,11,2,11,39,2,3,22,74,.230,.300,.418,.718,92,107,5,5,0,4,0,pederjo01
Joc Pederson*,ATL,NL,64,194,173,20,43,8,1,7,22,0,0,17,43,.249,.325,.428,.752,98,74,4,3,0,1,0,pederjo01
David Peralta*,ARI,NL,150,538,487,57,126,30,8,8,63,2,1,46,92,.259,.325,.402,.728,96,196,9,3,0,2,3,peralda01
Freddy Peralta,MIL,NL,28,45,43,1,4,0,0,0,0,0,0,1,22,.093,.114,.093,.207,-43,4,1,0,1,0,0,peralfr01
Wandy Peralta*,TOT,MLB,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,peralwa01
Wandy Peralta*,SFG,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,peralwa01
Wandy Peralta*,NYY,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,peralwa01
Wily Peralta,DET,AL,1,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,60,0,0,0,0,0,0,peralwi01
José Peraza,NYM,NL,64,154,142,21,29,7,0,6,20,1,0,9,26,.204,.266,.380,.647,75,54,5,3,0,0,0,perazjo01
Angel Perdomo*,MIL,NL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,perdoan01
Geraldo Perdomo#,ARI,NL,11,37,31,5,8,3,1,0,1,0,0,6,6,.258,.378,.419,.798,117,13,0,0,0,0,2,perdoge01
Cionel Pérez,CIN,NL,23,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,perezci01
Hernán Pérez,WSN,NL,10,21,19,1,1,0,0,0,0,0,0,2,10,.053,.143,.053,.195,-42,1,0,0,0,0,0,perezhe01
Martín Pérez*,BOS,AL,2,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,perezma02
Michael Perez*,PIT,NL,70,231,210,19,30,8,1,7,21,0,1,19,68,.143,.221,.290,.511,37,61,4,2,0,0,1,perezmi03
Oliver Pérez*,CLE,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,perezol01
Roberto Perez,CLE,AL,44,161,141,13,21,3,0,7,17,1,0,17,56,.149,.245,.319,.564,54,45,1,1,2,0,0,perezro02
Salvador Perez,KCR,AL,161,665,620,88,169,24,0,48,121,1,0,28,170,.273,.316,.544,.859,128,337,14,13,0,4,4,perezsa02
Dillon Peters*,PIT,NL,6,8,5,1,0,0,0,0,0,0,0,1,4,.000,.167,.000,.167,-49,0,0,0,2,0,0,peterdi01
DJ Peters,TOT,MLB,70,240,223,29,44,9,1,13,38,2,0,12,82,.197,.242,.422,.663,77,94,4,2,0,3,4,peterdj01
DJ Peters,LAD,NL,18,34,26,5,5,2,0,1,4,0,0,8,14,.192,.382,.385,.767,106,10,0,0,0,0,4,peterdj01
DJ Peters,TEX,AL,52,206,197,24,39,7,1,12,34,2,0,4,68,.198,.218,.426,.645,72,84,4,2,0,3,0,peterdj01
David Peterson*,NYM,NL,14,20,16,2,1,1,0,0,0,0,0,0,10,.063,.118,.125,.243,-33,2,0,1,3,0,0,peterda01
Jace Peterson*,MIL,NL,94,302,259,36,64,11,1,6,31,10,1,38,68,.247,.348,.367,.714,95,95,1,3,0,2,0,peterja01
Yusmeiro Petit,OAK,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,petityu01
Jake Petricka,LAA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,petrija01
Tommy Pham,SDP,NL,155,561,475,74,109,24,2,15,49,14,6,78,128,.229,.340,.383,.724,103,182,10,4,0,4,3,phamth01
Brett Phillips*,TBR,AL,118,292,253,50,52,9,4,13,44,14,3,33,113,.206,.300,.427,.727,103,108,3,2,2,2,0,phillbr02
Evan Phillips,TOT,MLB,7,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,phillev01
Evan Phillips,LAD,NL,7,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,phillev01
Kevin Pillar,NYM,NL,124,347,325,40,75,11,2,15,47,4,3,11,81,.231,.277,.415,.692,87,135,5,10,0,1,0,pillake01
Manny Piña,MIL,NL,75,208,180,27,34,6,0,13,33,0,0,22,38,.189,.293,.439,.732,95,79,4,5,0,1,0,pinama01
Chad Pinder,OAK,AL,75,233,214,30,52,16,1,6,27,1,0,16,62,.243,.300,.411,.712,98,88,6,2,0,1,0,pindech01
Michael Pineda,MIN,AL,2,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,2,0,0,0,0,pinedmi01
Stephen Piscotty,OAK,AL,72,188,173,14,38,8,0,5,16,1,0,13,48,.220,.282,.353,.635,78,61,2,2,0,0,0,piscost01
Nick Pivetta,BOS,AL,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,pivetni01
Kevin Plawecki,BOS,AL,64,173,157,15,45,7,0,3,15,0,0,12,26,.287,.349,.389,.737,98,61,4,3,1,0,0,plaweke01
Adam Plutko,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,plutkad01
Gregory Polanco*,PIT,NL,107,382,336,38,70,12,2,11,36,14,1,36,104,.208,.283,.354,.637,72,119,8,2,0,8,2,polangr01
Jorge Polanco#,MIN,AL,152,644,588,97,158,35,2,33,98,11,6,45,118,.269,.323,.503,.826,125,296,4,5,0,6,0,polanjo01
AJ Pollock,LAD,NL,117,422,384,53,114,27,1,21,69,9,1,30,80,.297,.355,.536,.892,134,206,4,6,0,2,4,polloaj01
Drew Pomeranz,SDP,NL,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,pomerdr01
Daniel Ponce de Leon,STL,NL,22,5,5,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,ponceda01
Cody Ponce,PIT,NL,15,7,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,ponceco01
Zach Pop,MIA,NL,45,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,popza01
Sean Poppen,TOT,MLB,20,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,poppese01
Sean Poppen,TOT,NL,20,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,poppese01
Sean Poppen,PIT,NL,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,poppese01
Sean Poppen,ARI,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,poppese01
Buster Posey,SFG,NL,113,454,395,68,120,23,0,18,56,0,0,56,87,.304,.390,.499,.889,140,197,15,1,0,2,5,poseybu01
Cody Poteet,MIA,NL,7,11,10,1,1,0,0,0,1,0,0,0,3,.100,.100,.100,.200,-45,1,0,0,1,0,0,poteeco01
Yohel Pozo,TEX,AL,21,77,74,8,21,4,0,1,9,0,0,3,10,.284,.312,.378,.690,90,28,1,0,0,0,0,pozoyo01
Ryan Pressly,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,pressry01
David Price*,LAD,NL,37,18,15,1,4,1,0,0,2,0,0,0,3,.267,.250,.333,.583,54,5,0,0,2,1,0,priceda01
Jurickson Profar#,SDP,NL,137,412,353,47,80,17,2,4,33,10,5,49,65,.227,.329,.320,.649,83,113,12,6,1,2,1,profaju01
Austin Pruitt,TOT,MLB,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,pruitau01
Austin Pruitt,MIA,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,pruitau01
Albert Pujols,TOT,MLB,109,296,275,29,65,3,0,17,50,2,0,14,45,.236,.284,.433,.717,89,119,14,5,0,2,3,pujolal01
Albert Pujols,LAA,AL,24,92,86,9,17,0,0,5,12,1,0,3,13,.198,.250,.372,.622,66,32,4,3,0,0,1,pujolal01
Albert Pujols,LAD,NL,85,204,189,20,48,3,0,12,38,1,0,11,32,.254,.299,.460,.759,99,87,10,2,0,2,2,pujolal01
Kevin Quackenbush,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,quackke01
Cal Quantrill*,CLE,AL,3,2,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,178,1,0,0,0,0,0,quantca01
José Quijada*,LAA,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,quijajo01
Roman Quinn#,PHI,NL,28,62,52,8,9,2,2,0,2,4,3,6,19,.173,.306,.288,.595,63,15,0,4,0,0,0,quinnro01
José Quintana,TOT,MLB,7,2,1,0,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,449,1,0,0,0,0,0,quintjo01
José Quintana,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,quintjo01
José Quintana,SFG,NL,5,2,1,0,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,449,1,0,0,0,0,0,quintjo01
Tanner Rainey,WSN,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,raineta01
Cal Raleigh#,SEA,AL,47,148,139,6,25,12,0,2,13,0,0,7,52,.180,.223,.309,.532,48,43,3,1,0,1,0,raleica01
Brooks Raley*,HOU,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,raleybr01
Luke Raley*,LAD,NL,33,72,66,5,12,1,0,2,4,0,0,2,25,.182,.250,.288,.538,43,19,1,4,0,0,1,raleylu01
Erasmo Ramírez,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ramirer02
Harold Ramírez,CLE,AL,99,361,339,33,91,21,1,7,41,3,1,14,56,.268,.305,.398,.703,92,135,10,5,0,3,1,ramirha02
José Ramírez#,CLE,AL,152,636,552,111,147,32,5,36,103,27,4,72,87,.266,.355,.538,.893,142,297,13,7,0,5,10,ramirjo01
Nick Ramirez*,SDP,NL,12,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,ramirni01
Noé Ramirez,TOT,MLB,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ramirno01
Noé Ramirez,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ramirno01
Noé Ramirez,ARI,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ramirno01
Roel Ramírez,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ramirro02
Yefry Ramírez,LAD,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,ramirye01
Yohan Ramirez,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ramiryo01
AJ Ramos,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ramosaj01
Henry Ramos#,ARI,NL,18,55,50,5,10,2,0,1,8,0,0,4,12,.200,.255,.300,.555,50,15,1,0,0,1,0,ramoshe01
Wilson Ramos,TOT,AL,44,163,151,15,31,5,0,8,20,0,0,9,36,.205,.248,.397,.646,76,60,2,0,0,1,0,ramoswi01
Wilson Ramos,DET,AL,35,128,120,12,24,5,0,6,13,0,0,6,29,.200,.238,.392,.630,72,47,1,0,0,0,0,ramoswi01
Wilson Ramos,CLE,AL,9,35,31,3,7,0,0,2,7,0,0,3,7,.226,.286,.419,.705,91,13,1,0,0,1,0,ramoswi01
Drew Rasmussen,TOT,MLB,18,4,4,0,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,41,1,0,0,0,0,0,rasmudr01
Drew Rasmussen,MIL,NL,15,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,rasmudr01
Drew Rasmussen,TBR,AL,3,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,90,1,0,0,0,0,0,rasmudr01
Corey Ray*,MIL,NL,1,3,2,1,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,3,0,0,0,0,0,0,rayco01
Robbie Ray*,TOR,AL,2,5,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,rayro02
Colin Rea,MIL,NL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,reaco01
J.T. Realmuto,PHI,NL,134,537,476,64,125,25,4,17,73,13,3,48,129,.263,.343,.439,.782,110,209,8,11,0,2,5,realmjt01
Josh Reddick*,ARI,NL,54,158,151,15,39,11,0,2,21,0,0,6,31,.258,.285,.371,.656,76,56,4,0,0,1,0,reddijo01
Jake Reed,TOT,NL,10,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,reedja02
Jake Reed,LAD,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,reedja02
Jake Reed,NYM,NL,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,reedja02
Jakson Reetz,WSN,NL,2,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,300,2,0,0,0,0,0,reetzja01
Rob Refsnyder,MIN,AL,51,157,139,21,34,7,0,2,12,1,0,17,40,.245,.325,.338,.663,86,47,4,0,0,1,0,refsnro01
Sean Reid-Foley,NYM,NL,11,2,0,0,0,0,0,0,0,0,0,2,0,,1.000,,,,0,0,0,0,0,0,reidfse01
Zach Reks*,LAD,NL,6,10,10,2,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,0,0,0,reksza01
Anthony Rendon,LAA,AL,58,249,217,24,52,13,0,6,34,0,0,29,41,.240,.329,.382,.712,94,83,11,1,0,2,2,rendoan01
Hunter Renfroe,BOS,AL,144,572,521,89,135,33,0,31,96,1,2,44,130,.259,.315,.501,.816,114,261,6,1,0,6,0,renfrhu01
Luis Rengifo#,LAA,AL,54,190,174,22,35,1,0,6,18,1,0,9,38,.201,.246,.310,.556,50,54,3,2,3,2,0,rengilu01
Alex Reyes,STL,NL,67,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,reyesal02
Franmil Reyes,CLE,AL,115,466,418,57,106,18,2,30,85,4,1,43,149,.254,.324,.522,.846,128,218,13,2,0,3,3,reyesfr01
Pablo Reyes,MIL,NL,53,87,78,12,20,5,0,1,3,4,0,9,15,.256,.333,.359,.692,88,28,2,0,0,0,1,reyespa01
Victor Reyes#,DET,AL,76,220,209,26,54,10,4,5,22,5,1,8,55,.258,.284,.416,.701,92,87,2,0,2,1,0,reyesvi01
Bryan Reynolds#,PIT,NL,159,646,559,93,169,35,8,24,90,5,2,75,119,.302,.390,.522,.912,145,292,10,8,0,4,9,reynobr01
Garrett Richards,BOS,AL,4,5,5,0,1,1,0,0,1,0,0,0,2,.200,.200,.400,.600,55,2,0,0,0,0,0,richaga01
Trevor Richards,TOT,MLB,17,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,richatr01
Trevor Richards,TOT,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,richatr01
Trevor Richards,MIL,NL,15,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,richatr01
Trevor Richards,TOR,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,richatr01
JT Riddle*,MIN,AL,4,6,6,1,2,0,0,0,0,0,0,0,0,.333,.333,.333,.667,87,2,0,0,0,0,0,riddljt01
Austin Riley,ATL,NL,160,662,590,91,179,33,1,33,107,0,1,52,168,.303,.367,.531,.898,135,313,11,12,0,8,2,rileyau01
Edwin Rios*,LAD,NL,25,60,51,4,4,0,0,1,1,0,0,7,18,.078,.217,.137,.354,-2,7,3,2,0,0,0,riosed01
Yacksel Ríos,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,riosya01
Yacksel Ríos,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,riosya01
Alfonso Rivas*,CHC,NL,18,49,44,7,14,1,0,1,3,0,0,4,16,.318,.388,.409,.797,117,18,1,1,0,0,0,rivasal01
Webster Rivas,SDP,NL,24,77,68,8,15,2,0,2,4,0,0,8,16,.221,.303,.338,.641,79,23,6,0,1,0,0,rivaswe01
Emmanuel Rivera,KCR,AL,29,98,90,13,23,4,0,1,5,2,0,8,21,.256,.316,.333,.650,78,30,2,0,0,0,0,riverem01
René Rivera,TOT,MLB,25,78,69,8,16,3,0,2,9,0,0,4,29,.232,.293,.362,.656,80,25,4,2,3,0,0,riverre01
René Rivera,CLE,AL,21,63,55,6,13,3,0,2,9,0,0,4,24,.236,.300,.400,.700,91,22,2,1,3,0,0,riverre01
René Rivera,WSN,NL,4,15,14,2,3,0,0,0,0,0,0,0,5,.214,.267,.214,.481,36,3,2,1,0,0,0,riverre01
Sebastian Rivero,KCR,AL,17,44,40,1,7,2,0,0,3,0,0,3,15,.175,.250,.225,.475,31,9,1,1,0,0,0,riverse01
Anthony Rizzo*,TOT,MLB,141,576,496,73,123,23,3,22,61,6,2,52,87,.248,.344,.440,.783,112,218,15,23,0,5,2,rizzoan01
Anthony Rizzo*,CHC,NL,92,376,323,41,80,16,3,14,40,4,2,36,59,.248,.346,.446,.792,113,144,10,14,0,3,2,rizzoan01
Anthony Rizzo*,NYY,AL,49,200,173,32,43,7,0,8,21,2,0,16,28,.249,.340,.428,.768,110,74,5,9,0,2,0,rizzoan01
Luis Robert,CHW,AL,68,296,275,42,93,22,1,13,43,6,1,14,61,.338,.378,.567,.946,154,156,4,5,0,2,1,roberlu01
Daniel Robertson,MIL,NL,50,90,73,10,12,2,0,2,4,0,0,12,28,.164,.303,.274,.577,59,20,1,3,1,1,1,roberda10
Hansel Robles,TOT,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,robleha01
Hansel Robles,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,robleha01
Hansel Robles,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,robleha01
Victor Robles,WSN,NL,107,369,315,37,64,21,1,2,19,8,6,33,85,.203,.310,.295,.605,69,93,7,16,4,1,3,roblevi01
Jacob Robson*,DET,AL,4,7,7,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,robsoja01
Brendan Rodgers,COL,NL,102,415,387,49,110,21,3,15,51,0,0,19,84,.284,.328,.470,.798,102,182,8,7,0,2,0,rodgebr02
Carlos Rodón*,CHW,AL,2,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,rodonca01
Chris Rodriguez,LAA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rodrich01
Eduardo Rodriguez*,BOS,AL,4,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,1,0,0,0,0,rodried05
Jefry Rodriguez,WSN,NL,14,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,rodrije01
Joely Rodríguez*,TOT,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rodrijo06
Joely Rodríguez*,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rodrijo06
Joely Rodríguez*,NYY,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rodrijo06
Manuel Rodríguez,CHC,NL,17,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,rodrima01
Richard Rodríguez,TOT,NL,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rodriri05
Richard Rodríguez,PIT,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rodriri05
Richard Rodríguez,ATL,NL,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rodriri05
Chaz Roe,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,roech01
Jake Rogers,DET,AL,38,127,113,17,27,5,3,6,17,1,0,11,46,.239,.306,.496,.802,119,56,0,0,3,0,0,rogerja03
Josh Rogers*,WSN,NL,6,14,12,0,0,0,0,0,0,0,0,1,4,.000,.077,.000,.077,-76,0,0,0,1,0,0,rogerjo01
Taylor Rogers*,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rogerta01
Trevor Rogers*,MIA,NL,25,46,43,0,3,0,0,0,0,0,0,1,27,.070,.091,.070,.161,-55,3,0,0,2,0,0,rogertr01
Tyler Rogers,SFG,NL,74,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rogerty01
Jose Rojas*,LAA,AL,61,184,168,26,35,14,0,6,15,2,1,15,50,.208,.277,.399,.676,81,67,2,1,0,0,0,rojasjo02
