Name,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
Daniel Johnson*,CLE,AL,5,13,12,0,1,0,0,0,0,0,0,1,5,.083,.154,.083,.237,-32,1,0,0,0,0,1,johnsda07
JaCoby Jones,DET,AL,30,108,97,19,26,9,0,5,14,1,1,7,34,.268,.333,.515,.849,129,50,1,3,0,1,0,jonesja07
Jahmai Jones,LAA,AL,3,7,7,2,3,0,0,0,1,0,0,0,2,.429,.429,.429,.857,137,3,0,0,0,0,0,jonesja08
Taylor Jones,HOU,AL,7,22,21,3,4,1,0,1,3,0,0,1,7,.190,.227,.381,.608,62,8,2,0,0,0,0,jonesta01
Caleb Joseph,TOR,AL,3,9,8,2,1,0,0,1,2,0,0,1,1,.125,.222,.500,.722,90,4,0,0,0,0,0,josepca01
Matt Joyce*,MIA,NL,46,148,127,16,32,4,0,2,14,1,0,20,41,.252,.351,.331,.682,87,42,3,0,0,1,0,joycema01
Aaron Judge,NYY,AL,28,114,101,23,26,3,0,9,22,0,1,10,32,.257,.336,.554,.891,143,56,5,2,0,0,0,judgeaa01
Trevor Kelley,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,kelletr01
Carson Kelly,ARI,NL,39,129,122,11,27,5,0,5,19,0,0,6,29,.221,.264,.385,.649,73,47,4,1,0,0,0,kellyca02
Matt Kemp,COL,NL,43,132,117,18,28,3,0,6,21,1,0,15,41,.239,.326,.419,.745,89,49,5,0,0,0,1,kempma01
Tony Kemp*,OAK,AL,49,114,93,15,23,5,0,0,4,3,1,15,14,.247,.363,.301,.664,90,28,0,3,1,2,0,kempto01
Howie Kendrick,WSN,NL,25,100,91,11,25,4,0,2,14,0,0,7,17,.275,.320,.385,.705,91,35,4,0,0,2,2,kendrho01
Max Kepler*,MIN,AL,48,196,171,27,39,9,0,9,23,3,0,22,36,.228,.321,.439,.760,109,75,1,2,0,1,0,keplema01
Carter Kieboom,WSN,NL,33,122,99,15,20,1,0,0,9,0,1,17,33,.202,.344,.212,.556,57,21,6,5,0,1,0,kieboca01
Kevin Kiermaier*,TBR,AL,49,159,138,16,30,5,3,3,22,8,1,20,42,.217,.321,.362,.683,93,50,2,1,0,0,1,kiermke01
Craig Kimbrel,CHC,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,kimbrcr01
Isiah Kiner-Falefa,TEX,AL,58,228,211,28,59,4,3,3,10,8,5,14,32,.280,.329,.370,.699,93,78,6,2,0,1,0,kineris01
Scott Kingery,PHI,NL,36,124,113,12,18,5,0,3,6,0,0,9,35,.159,.228,.283,.511,37,32,1,1,1,0,0,kingesc01
Jason Kipnis*,CHC,NL,44,135,114,13,27,8,1,3,16,1,0,18,41,.237,.341,.404,.744,101,46,1,1,0,2,0,kipnija01
Alejandro Kirk,TOR,AL,9,25,24,4,9,2,0,1,3,0,0,1,4,.375,.400,.583,.983,166,14,0,0,0,0,0,kirkal01
Andrew Knapp#,PHI,NL,33,89,72,9,20,4,1,2,15,0,0,15,19,.278,.404,.444,.849,130,32,1,1,0,1,0,knappan01
Andrew Knizner,STL,NL,8,17,16,1,4,1,0,0,4,0,0,0,5,.250,.235,.313,.548,50,5,2,0,0,1,0,kniznan01
Adam Kolarek*,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,kolarad01
Erik Kratz,NYY,AL,16,30,28,2,9,2,0,0,4,0,0,2,6,.321,.367,.393,.760,113,11,0,0,0,0,0,kratzer01
Tommy La Stella*,TOT,AL,55,228,196,31,55,14,2,5,25,1,0,27,12,.281,.370,.449,.819,126,88,6,2,1,2,0,lasteto01
Tommy La Stella*,LAA,AL,28,117,99,15,27,8,0,4,14,1,0,15,7,.273,.371,.475,.845,130,47,3,1,1,1,0,lasteto01
Tommy La Stella*,OAK,AL,27,111,97,16,28,6,2,1,11,0,0,12,5,.289,.369,.423,.792,122,41,3,1,0,1,0,lasteto01
Juan Lagares,NYM,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,lagarju01
Travis Lakins Sr.,BAL,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,lakintr01
Jake Lamb*,TOT,MLB,31,99,88,7,17,5,0,3,10,0,1,8,25,.193,.283,.352,.635,74,31,1,3,0,0,0,lambja01
Jake Lamb*,ARI,NL,18,50,43,2,5,1,0,0,1,0,1,6,17,.116,.240,.140,.380,7,6,0,1,0,0,0,lambja01
Jake Lamb*,OAK,AL,13,49,45,5,12,4,0,3,9,0,0,2,8,.267,.327,.556,.882,141,25,1,2,0,0,0,lambja01
Ramón Laureano,OAK,AL,54,222,183,27,39,8,1,6,25,2,1,24,58,.213,.338,.366,.704,98,67,7,12,0,3,0,laurera01
Ryan Lavarnway,MIA,NL,5,11,11,0,4,0,0,0,0,0,0,0,2,.364,.364,.364,.727,98,4,0,0,0,0,0,lavarry01
DJ LeMahieu,NYY,AL,50,216,195,41,71,10,2,10,27,3,0,18,21,.364,.421,.590,1.011,178,115,3,2,0,1,0,lemahdj01
Sandy Leon#,CLE,AL,25,81,66,4,9,1,0,2,4,0,0,14,21,.136,.296,.242,.539,51,16,2,1,0,0,0,leonsa01
Kyle Lewis,SEA,AL,58,242,206,37,54,3,0,11,28,5,1,34,71,.262,.364,.437,.801,124,90,5,0,0,2,0,lewisky01
Tzu-Wei Lin*,BOS,AL,26,57,52,2,8,1,0,0,3,0,0,2,17,.154,.182,.173,.355,-4,9,1,0,2,1,0,lintz02
Francisco Lindor#,CLE,AL,60,266,236,30,61,13,0,8,27,6,2,24,41,.258,.335,.415,.750,104,98,8,4,0,2,2,lindofr01
Tim Locastro,ARI,NL,33,82,69,15,20,4,1,2,7,4,0,8,14,.290,.395,.464,.859,133,32,0,4,1,0,0,locasti01
Shed Long Jr.*,SEA,AL,34,128,117,10,20,5,0,3,9,4,0,11,37,.171,.242,.291,.533,49,34,1,0,0,0,0,longsh01
Evan Longoria,SFG,NL,53,209,193,26,49,10,1,7,28,0,1,11,39,.254,.297,.425,.722,96,82,10,2,0,3,0,longoev01
Tim Lopes,SEA,AL,46,151,143,16,34,12,0,2,15,5,0,6,34,.238,.278,.364,.642,79,52,2,2,0,0,0,lopesti01
Nicky Lopez*,KCR,AL,56,192,169,15,34,8,0,1,13,0,5,18,41,.201,.286,.266,.552,51,45,1,2,3,0,0,lopezni01
Michael Lorenzen,CIN,NL,6,1,0,2,0,0,0,0,0,0,0,0,0,,1.000,,,,0,0,1,0,0,0,lorenmi01
Brandon Lowe*,TBR,AL,56,224,193,36,52,9,2,14,37,3,0,25,58,.269,.362,.554,.916,154,107,2,4,0,2,0,lowebr01
Nathaniel Lowe*,TBR,AL,21,76,67,10,15,2,0,4,11,1,0,9,28,.224,.316,.433,.749,109,29,2,0,0,0,2,lowena01
Jonathan Lucroy,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,lucrojo01
Dawel Lugo,DET,AL,9,11,10,3,2,0,0,0,1,0,0,1,1,.200,.273,.200,.473,34,2,1,0,0,0,0,lugoda01
Jordan Luplow,CLE,AL,29,92,78,8,15,5,1,2,8,0,1,12,19,.192,.304,.359,.663,81,28,3,1,0,1,0,luplojo01
Gavin Lux*,LAD,NL,19,69,63,8,11,2,0,3,8,1,0,6,19,.175,.246,.349,.596,59,22,0,0,0,0,0,luxga01
Manny Machado,SDP,NL,60,254,224,44,68,12,1,16,47,6,3,26,37,.304,.370,.580,.950,160,130,9,0,0,4,4,machama01
Vimael Machín*,OAK,AL,24,71,63,11,13,2,0,0,0,0,0,8,10,.206,.296,.238,.534,53,15,4,0,0,0,0,machivi01
Nick Madrigal,CHW,AL,29,109,103,8,35,3,0,0,11,2,1,4,7,.340,.376,.369,.745,107,38,5,2,0,0,0,madrini01
Martín Maldonado,HOU,AL,47,165,135,19,29,4,0,6,24,1,0,27,51,.215,.350,.378,.727,99,51,2,1,2,0,0,maldoma01
Rafael Marchan#,PHI,NL,3,9,8,3,4,0,0,1,3,0,0,1,2,.500,.556,.875,1.431,279,7,0,0,0,0,0,marchra01
Manuel Margot,TBR,AL,47,159,145,19,39,9,0,1,11,12,4,13,25,.269,.327,.352,.679,93,51,0,0,0,1,0,margoma01
Jake Marisnick,NYM,NL,16,34,33,4,11,3,0,2,5,0,0,1,10,.333,.353,.606,.959,158,20,0,0,0,0,0,marisja01
Nick Markakis*,ATL,NL,37,141,130,15,33,15,0,1,15,0,1,10,23,.254,.312,.392,.704,85,51,5,1,0,0,0,markani01
José Marmolejos*,SEA,AL,35,115,107,12,22,4,0,6,18,0,1,7,32,.206,.261,.411,.672,85,44,2,1,0,0,0,marmojo01
Ketel Marte#,ARI,NL,45,195,181,19,52,14,1,2,17,1,0,7,21,.287,.323,.409,.732,97,74,2,4,0,3,0,marteke01
Starling Marte,TOT,NL,61,250,228,36,64,14,1,6,27,10,2,12,41,.281,.340,.430,.770,107,98,5,9,0,1,1,martest01
Starling Marte,ARI,NL,33,138,122,23,38,8,1,2,14,5,2,10,19,.311,.384,.443,.827,124,54,3,5,0,1,1,martest01
Starling Marte,MIA,NL,28,112,106,13,26,6,0,4,13,5,0,2,22,.245,.286,.415,.701,86,44,2,4,0,0,0,martest01
Jason Martin*,PIT,NL,7,11,9,2,0,0,0,0,0,0,0,2,4,.000,.182,.000,.182,-44,0,0,0,0,0,0,martija03
J.D. Martinez,BOS,AL,54,237,211,22,45,16,0,7,27,1,0,22,59,.213,.291,.389,.680,79,82,6,2,0,2,3,martijd02
José Martínez,TOT,MLB,34,98,88,10,16,4,0,2,10,0,0,10,27,.182,.265,.295,.561,57,26,6,0,0,0,1,martijo08
José Martínez,TBR,AL,24,76,67,10,16,4,0,2,10,0,0,9,20,.239,.329,.388,.717,102,26,5,0,0,0,1,martijo08
José Martínez,CHC,NL,10,22,21,0,0,0,0,0,0,0,0,1,7,.000,.045,.000,.045,-86,0,1,0,0,0,0,martijo08
Jorge Mateo,SDP,NL,22,28,26,4,4,3,0,0,2,1,0,1,11,.154,.185,.269,.454,25,7,1,0,1,0,0,mateojo01
Mark Mathias,MIL,NL,16,36,36,2,10,3,0,0,4,1,0,0,7,.278,.278,.361,.639,70,13,0,0,0,0,0,mathima01
Jeff Mathis,TEX,AL,24,68,62,6,10,1,1,3,9,1,0,5,24,.161,.221,.355,.575,56,22,0,0,0,1,0,mathije01
Wyatt Mathisen,ARI,NL,9,33,27,5,6,0,0,2,5,0,0,5,12,.222,.364,.444,.808,118,12,0,1,0,0,0,mathiwy01
Cameron Maybin,TOT,MLB,32,101,93,8,23,8,1,1,7,3,0,7,25,.247,.307,.387,.694,88,36,4,1,0,0,0,maybica01
Cameron Maybin,DET,AL,14,45,41,5,10,4,0,1,2,0,0,4,13,.244,.311,.415,.726,98,17,3,0,0,0,0,maybica01
Cameron Maybin,CHC,NL,18,56,52,3,13,4,1,0,5,3,0,3,12,.250,.304,.365,.669,80,19,1,1,0,0,0,maybica01
Jack Mayfield,HOU,AL,21,47,42,5,8,1,0,0,3,0,0,2,14,.190,.239,.214,.453,26,9,1,1,1,1,0,mayfija01
Nomar Mazara*,CHW,AL,42,149,136,13,31,6,0,1,15,0,1,10,44,.228,.295,.294,.589,64,40,0,3,0,0,0,mazarno01
Ryan McBroom,KCR,AL,36,85,81,8,20,3,0,6,10,0,0,4,30,.247,.282,.506,.789,107,41,2,0,0,0,0,mcbrory01
James McCann,CHW,AL,31,111,97,20,28,3,0,7,15,1,1,8,30,.289,.360,.536,.896,143,52,2,4,0,2,0,mccanja02
Joe McCarthy*,SFG,NL,4,10,10,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,mccarjo04
Andrew McCutchen,PHI,NL,57,241,217,32,55,9,0,10,34,4,0,22,48,.253,.324,.433,.757,102,94,4,1,0,1,0,mccutan01
Reese McGuire*,TOR,AL,19,45,41,2,3,0,0,1,1,0,0,0,11,.073,.073,.146,.220,-42,6,1,0,4,0,0,mcguire01
Billy McKinney*,TOR,AL,2,3,3,1,2,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,270,2,0,0,0,0,0,mckinbi01
Zach McKinstry*,LAD,NL,4,7,7,1,2,1,0,0,0,0,0,0,3,.286,.286,.429,.714,90,3,1,0,0,0,0,mckinza01
Ryan McMahon*,COL,NL,52,193,172,23,37,6,1,9,26,0,1,18,66,.215,.295,.419,.714,80,72,4,2,0,1,0,mcmahry01
Jeff McNeil*,NYM,NL,52,209,183,19,57,14,0,4,23,0,2,20,24,.311,.383,.454,.836,130,83,3,3,0,3,2,mcneije01
Austin Meadows*,TBR,AL,36,152,132,19,27,8,1,4,13,2,1,17,50,.205,.296,.371,.667,87,49,0,1,0,2,0,meadoau01
Erick Mejia#,KCR,AL,8,16,14,1,1,1,0,0,0,1,0,0,7,.071,.071,.143,.214,-44,2,0,0,1,0,0,mejiaer01
Francisco Mejía#,SDP,NL,17,42,39,5,3,1,0,1,2,0,0,1,9,.077,.143,.179,.322,-11,7,1,2,0,0,0,mejiafr01
Mark Melancon,ATL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,melanma01
Danny Mendick,CHW,AL,33,114,107,11,26,4,1,3,6,0,1,6,25,.243,.281,.383,.664,81,41,3,0,0,1,0,mendida01
Oscar Mercado,CLE,AL,36,93,86,6,11,1,0,1,6,3,0,5,27,.128,.174,.174,.348,-4,15,0,0,1,1,0,mercaos01
Yermín Mercedes,CHW,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,merceye01
Jordy Mercer,TOT,AL,9,22,20,2,4,0,0,0,0,0,0,2,2,.200,.273,.200,.473,35,4,1,0,0,0,0,mercejo03
Jordy Mercer,DET,AL,3,9,9,1,2,0,0,0,0,0,0,0,1,.222,.222,.222,.444,23,2,1,0,0,0,0,mercejo03
Jordy Mercer,NYY,AL,6,13,11,1,2,0,0,0,0,0,0,2,1,.182,.308,.182,.490,42,2,0,0,0,0,0,mercejo03
Whit Merrifield,KCR,AL,60,265,248,38,70,12,0,9,30,12,3,12,33,.282,.325,.440,.764,105,109,3,4,0,1,0,merriwh01
Brad Miller*,STL,NL,48,171,142,21,33,8,1,7,25,1,0,25,46,.232,.357,.451,.807,122,64,2,3,0,1,1,millebr02
Ian Miller*,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,milleia01
Alec Mills,CHC,NL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,millsal02
Yadier Molina,STL,NL,42,156,145,12,38,2,0,4,16,0,0,6,21,.262,.303,.359,.662,83,52,7,3,1,1,0,molinya01
Yoán Moncada#,CHW,AL,52,231,200,28,45,8,3,6,24,0,0,28,72,.225,.320,.385,.705,94,77,1,1,0,2,0,moncayo01
Adalberto Mondesí#,KCR,AL,59,233,219,33,56,11,3,6,22,24,8,11,70,.256,.294,.416,.710,90,91,4,1,2,0,0,mondera02
Mickey Moniak*,PHI,NL,8,18,14,3,3,0,0,0,0,0,0,4,6,.214,.389,.214,.603,70,3,0,0,0,0,0,moniami01
Dylan Moore,SEA,AL,38,159,137,26,35,9,0,8,17,12,5,14,43,.255,.358,.496,.855,138,68,4,8,0,0,0,mooredy01
Colin Moran*,PIT,NL,52,200,178,28,44,10,0,10,23,0,0,19,52,.247,.325,.472,.797,114,84,9,2,0,1,0,moranco01
Mitch Moreland*,TOT,MLB,42,152,136,22,36,9,0,10,29,0,0,15,32,.265,.342,.551,.894,138,75,0,1,0,0,2,morelmi01
Mitch Moreland*,BOS,AL,22,79,67,14,22,4,0,8,21,0,0,11,18,.328,.430,.746,1.177,205,50,0,1,0,0,1,morelmi01
Mitch Moreland*,SDP,NL,20,73,69,8,14,5,0,2,8,0,0,4,14,.203,.247,.362,.609,67,25,0,0,0,0,1,morelmi01
Logan Morrison*,MIL,NL,9,28,25,3,3,1,0,1,2,0,0,3,8,.120,.214,.280,.494,31,7,0,0,0,0,0,morrilo01
Ryan Mountcastle,BAL,AL,35,140,126,12,42,5,0,5,23,0,1,11,30,.333,.386,.492,.878,137,62,2,1,0,2,0,mountry01
Mike Moustakas*,CIN,NL,44,163,139,13,32,9,0,8,27,1,0,18,36,.230,.331,.468,.799,105,65,5,4,0,2,1,moustmi01
Cedric Mullins*,BAL,AL,48,153,140,16,38,4,3,3,12,7,2,8,37,.271,.315,.407,.723,95,57,0,1,4,0,0,mullice01
Max Muncy*,LAD,NL,58,248,203,36,39,4,0,12,27,1,0,39,60,.192,.331,.389,.720,95,79,3,4,0,2,2,muncyma01
Yairo Munoz,BOS,AL,12,45,45,6,15,5,0,1,4,2,0,0,11,.333,.333,.511,.844,121,23,1,0,0,0,0,munozya01
Daniel Murphy*,COL,NL,40,132,123,10,29,3,0,3,16,0,0,7,21,.236,.275,.333,.608,55,41,3,0,0,1,2,murphda08
John Ryan Murphy,PIT,NL,25,63,58,6,10,2,0,0,2,0,0,4,28,.172,.226,.207,.433,20,12,1,0,1,0,0,murphjr01
Sean Murphy,OAK,AL,43,140,116,21,27,5,0,7,14,0,0,24,37,.233,.364,.457,.821,129,53,6,0,0,0,0,murphse01
Wil Myers,SDP,NL,55,218,198,34,57,14,2,15,40,2,1,18,56,.288,.353,.606,.959,160,120,0,2,0,0,0,myerswi01
Tyler Naquin*,CLE,AL,40,141,133,15,29,8,1,4,20,0,1,5,40,.218,.248,.383,.632,70,51,3,1,0,2,0,naquity01
Omar Narváez*,MIL,NL,40,126,108,8,19,4,0,2,10,0,0,16,39,.176,.294,.269,.562,53,29,1,2,0,0,0,narvaom01
Brian Navarreto,MIA,NL,2,5,5,0,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,118,2,0,0,0,0,0,navarbr01
Josh Naylor*,TOT,MLB,40,104,97,13,24,3,1,1,6,1,0,5,12,.247,.291,.330,.621,71,32,2,1,0,0,0,naylojo01
Josh Naylor*,SDP,NL,18,38,36,4,10,0,1,1,4,1,0,1,4,.278,.316,.417,.732,102,15,2,1,0,0,0,naylojo01
Josh Naylor*,CLE,AL,22,66,61,9,14,3,0,0,2,0,0,4,8,.230,.277,.279,.556,54,17,0,0,0,0,0,naylojo01
Héctor Neris,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,nerishe01
Kevin Newman,PIT,NL,44,172,156,12,35,5,0,1,10,0,1,12,21,.224,.281,.276,.556,53,43,1,1,1,2,0,newmake01
Tomás Nido,NYM,NL,7,26,24,4,7,1,0,2,6,0,0,2,6,.292,.346,.583,.929,150,14,2,0,0,0,0,nidoto01
Brandon Nimmo*,NYM,NL,55,225,186,33,52,8,3,8,18,1,2,33,43,.280,.404,.484,.888,145,90,1,6,0,0,0,nimmobr01
John Nogowski,STL,NL,1,4,4,0,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,40,1,0,0,0,0,0,nogowjo01
Aaron Nola,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,nolaaa01
Austin Nola,TOT,MLB,48,184,161,24,44,9,1,7,28,0,0,18,34,.273,.353,.472,.825,129,76,3,3,0,2,1,nolaau01
Austin Nola,SEA,AL,29,110,98,15,30,5,1,5,19,0,0,9,17,.306,.373,.531,.903,151,52,1,2,0,1,1,nolaau01
Austin Nola,SDP,NL,19,74,63,9,14,4,0,2,9,0,0,9,17,.222,.324,.381,.705,96,24,2,1,0,1,0,nolaau01
Jake Noll,WSN,NL,7,17,17,2,6,1,0,0,0,0,0,0,4,.353,.353,.412,.765,107,7,1,0,0,0,0,nollja01
Jacob Nottingham,MIL,NL,20,54,48,8,9,1,0,4,13,0,0,5,20,.188,.278,.458,.736,93,22,1,1,0,0,0,nottija01
Eduardo Núñez,NYM,NL,2,2,2,0,1,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,178,1,0,0,0,0,0,nunezed02
Renato Núñez,BAL,AL,52,216,195,29,50,10,0,12,31,0,0,17,64,.256,.324,.492,.816,118,96,4,3,0,1,0,nunezre01
Brian O'Grady*,TBR,AL,2,5,5,2,2,1,0,0,0,1,0,0,1,.400,.400,.600,1.000,178,3,0,0,0,0,0,ogradbr01
Ryan O'Hearn*,KCR,AL,42,132,113,7,22,6,0,2,18,0,0,18,37,.195,.303,.301,.604,65,34,5,0,0,1,2,ohearry01
Tyler O'Neill,STL,NL,50,157,139,20,24,5,0,7,19,3,1,15,43,.173,.261,.360,.621,70,50,3,2,0,1,0,oneilty01
Joseph Odom,SEA,AL,18,44,39,2,5,0,0,0,2,0,0,4,20,.128,.209,.128,.338,-1,5,1,0,1,0,0,odomjo01
Rougned Odor*,TEX,AL,38,148,138,15,23,4,0,10,30,0,1,7,47,.167,.209,.413,.623,66,57,2,1,0,2,0,odorro01
Shohei Ohtani*,LAA,AL,44,175,153,23,29,6,0,7,24,7,1,22,50,.190,.291,.366,.657,79,56,3,0,0,0,0,ohtansh01
Jared Oliva,PIT,NL,6,16,16,0,3,0,0,0,0,1,0,0,6,.188,.188,.188,.375,3,3,0,0,0,0,0,olivaja01
Edward Olivares,TOT,MLB,31,101,96,9,23,2,1,3,10,0,2,4,25,.240,.267,.375,.642,73,36,1,0,0,1,0,olivaed02
Edward Olivares,SDP,NL,13,36,34,4,6,1,0,1,3,0,1,2,14,.176,.222,.294,.516,43,10,0,0,0,0,0,olivaed02
Edward Olivares,KCR,AL,18,65,62,5,17,1,1,2,7,0,1,2,11,.274,.292,.419,.712,90,26,1,0,0,1,0,olivaed02
Matt Olson*,OAK,AL,60,245,210,28,41,4,1,14,42,1,0,34,77,.195,.310,.424,.734,103,89,2,1,0,0,2,olsonma02
Jorge Oña,SDP,NL,5,15,12,3,3,1,0,1,2,0,0,2,7,.250,.400,.583,.983,170,7,0,1,0,0,0,onajo01
Nate Orf,OAK,AL,6,7,7,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,orfna01
José Osuna,PIT,NL,26,82,78,6,16,3,0,4,11,0,1,4,16,.205,.244,.397,.641,71,31,1,0,0,0,0,osunajo01
Chris Owings,COL,NL,17,44,41,9,11,1,0,2,5,1,0,3,11,.268,.318,.439,.757,91,18,0,0,0,0,0,owingch01
Marcell Ozuna,ATL,NL,60,267,228,38,77,14,0,18,56,0,0,38,60,.338,.431,.636,1.067,177,145,3,0,0,1,3,ozunama01
Cristian Pache,ATL,NL,2,4,4,0,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,33,1,0,0,0,0,0,pachecr01
Emilio Pagán*,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,paganem01
Joe Panik*,TOR,AL,41,141,120,18,27,6,0,1,7,0,0,20,27,.225,.340,.300,.640,79,36,4,1,0,0,0,panikjo01
Isaac Paredes,DET,AL,34,108,100,7,22,4,0,1,6,0,0,8,24,.220,.278,.290,.568,57,29,1,0,0,0,0,paredis01
Blake Parker,PHI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,parkebl01
Mark Payton*,CIN,NL,8,20,18,0,3,1,0,0,0,1,0,2,5,.167,.250,.222,.472,25,4,1,0,0,0,0,paytoma01
Joc Pederson*,LAD,NL,43,138,121,21,23,4,0,7,16,1,0,11,34,.190,.285,.397,.681,83,48,5,5,0,0,0,pederjo01
Hunter Pence,SFG,NL,17,56,52,4,5,0,1,2,6,0,0,3,15,.096,.161,.250,.411,11,13,3,1,0,0,0,pencehu01
David Peralta*,ARI,NL,54,218,203,19,61,10,1,5,34,1,0,13,45,.300,.339,.433,.773,108,88,4,0,0,2,0,peralda01
José Peraza,BOS,AL,34,120,111,13,25,8,1,1,8,1,1,5,18,.225,.275,.342,.617,64,38,3,3,0,1,0,perazjo01
Hernán Pérez,CHC,NL,3,6,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-9,1,0,0,0,0,0,perezhe01
Michael Perez*,TBR,AL,38,93,84,7,14,3,0,1,13,0,0,7,27,.167,.237,.238,.475,35,20,3,1,0,1,0,perezmi03
Roberto Perez,CLE,AL,32,110,97,6,16,2,0,1,5,0,0,11,38,.165,.264,.216,.480,34,21,2,2,0,0,0,perezro02
Salvador Perez,KCR,AL,37,156,150,22,50,12,0,11,32,1,0,3,36,.333,.353,.633,.986,159,95,0,2,0,1,0,perezsa02
Jace Peterson*,MIL,NL,26,61,45,6,9,1,0,2,5,1,0,15,20,.200,.393,.356,.749,104,16,0,0,0,1,0,peterja01
Tommy Pham,SDP,NL,31,125,109,13,23,2,0,3,12,6,0,15,27,.211,.312,.312,.624,75,34,2,1,0,0,0,phamth01
Josh Phegley,CHC,NL,11,18,16,4,1,0,0,1,2,0,0,1,3,.063,.167,.250,.417,11,4,0,1,0,0,0,phegljo01
David Phelps,TOT,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,phelpda01
David Phelps,MIL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,phelpda01
Brett Phillips*,TOT,AL,35,59,51,10,10,0,2,2,5,6,1,8,15,.196,.305,.392,.697,91,20,0,0,0,0,0,phillbr02
Brett Phillips*,KCR,AL,18,34,31,8,7,0,1,1,2,3,1,3,8,.226,.294,.387,.681,83,12,0,0,0,0,0,phillbr02
Brett Phillips*,TBR,AL,17,25,20,2,3,0,1,1,3,3,0,5,7,.150,.320,.400,.720,102,8,0,0,0,0,0,phillbr02
Kevin Pillar,TOT,MLB,54,223,208,34,60,12,3,6,26,5,2,13,41,.288,.336,.462,.798,106,96,4,2,0,0,1,pillake01
Kevin Pillar,BOS,AL,30,126,117,20,32,7,2,4,13,1,1,8,23,.274,.325,.470,.795,109,55,4,1,0,0,0,pillake01
Kevin Pillar,COL,NL,24,97,91,14,28,5,1,2,13,4,1,5,18,.308,.351,.451,.801,103,41,0,1,0,0,1,pillake01
Manny Piña,MIL,NL,15,45,39,4,9,1,0,2,5,0,0,3,11,.231,.333,.410,.744,98,16,0,3,0,0,0,pinama01
Chad Pinder,OAK,AL,24,61,56,8,13,3,0,2,8,0,0,5,13,.232,.295,.393,.688,91,22,3,0,0,0,0,pindech01
Stephen Piscotty,OAK,AL,45,171,159,17,36,6,0,5,29,4,0,9,53,.226,.271,.358,.629,75,57,4,1,1,1,0,piscost01
Kevin Plawecki,BOS,AL,24,89,82,8,28,5,1,1,17,1,0,5,14,.341,.393,.463,.857,128,38,4,2,0,0,0,plaweke01
Adam Plutko,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,plutkad01
Gregory Polanco*,PIT,NL,50,174,157,12,24,6,0,7,22,3,1,13,65,.153,.214,.325,.539,44,51,1,0,0,3,0,polangr01
Jorge Polanco#,MIN,AL,55,226,209,22,54,8,0,4,19,4,2,13,35,.258,.304,.354,.658,82,74,7,1,2,1,0,polanjo01
AJ Pollock,LAD,NL,55,210,196,30,54,9,0,16,34,2,2,12,45,.276,.314,.566,.881,132,111,6,0,0,2,1,polloaj01
Jurickson Profar#,SDP,NL,56,202,180,28,50,6,0,7,25,7,1,15,28,.278,.343,.428,.771,114,77,1,4,1,2,0,profaju01
César Puello,BOS,AL,5,11,8,1,3,0,0,0,0,0,0,2,2,.375,.500,.375,.875,140,3,0,0,1,0,0,puellce01
