Name,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Name-additional
Albert Pujols,LAA,AL,39,163,152,15,34,8,0,6,25,0,0,9,25,.224,.270,.395,.665,79,60,4,1,0,1,1,pujolal01
Roman Quinn#,PHI,NL,41,116,108,14,23,3,1,2,7,12,0,5,39,.213,.261,.315,.576,55,34,0,2,1,0,0,quinnro01
Harold Ramírez,MIA,NL,3,11,10,2,2,0,0,0,1,0,1,1,2,.200,.273,.200,.473,31,2,0,0,0,0,0,ramirha02
José Ramírez#,CLE,AL,58,254,219,45,64,16,1,17,46,10,3,31,43,.292,.386,.607,.993,167,133,2,3,0,1,0,ramirjo01
Wilson Ramos,NYM,NL,45,155,142,13,34,6,0,5,15,0,0,10,31,.239,.297,.387,.684,87,55,5,2,0,1,0,ramoswi01
Rangel Ravelo,STL,NL,13,41,35,5,6,1,0,1,6,0,0,4,6,.171,.244,.286,.530,47,10,0,0,0,2,0,ravelra01
J.T. Realmuto,PHI,NL,47,195,173,33,46,6,0,11,32,4,1,16,48,.266,.349,.491,.840,124,85,3,6,0,0,0,realmjt01
Josh Reddick*,HOU,AL,56,210,188,22,46,11,1,4,23,1,0,20,42,.245,.316,.378,.693,89,71,5,0,0,1,0,reddijo01
Rob Refsnyder,TEX,AL,15,34,30,4,6,1,0,0,1,0,0,2,11,.200,.265,.233,.498,40,7,0,1,0,1,0,refsnro01
Anthony Rendon,LAA,AL,52,232,189,29,54,11,1,9,31,0,0,38,31,.286,.418,.497,.915,150,94,10,5,0,0,2,rendoan01
Hunter Renfroe,TBR,AL,42,139,122,18,19,5,0,8,22,2,0,14,37,.156,.252,.393,.645,79,48,3,2,0,1,0,renfrhu01
Luis Rengifo#,LAA,AL,33,106,90,12,14,1,0,1,3,3,1,14,26,.156,.269,.200,.469,32,18,2,0,2,0,0,rengilu01
Franmil Reyes,CLE,AL,59,241,211,27,58,10,0,9,34,0,0,24,69,.275,.344,.450,.795,116,95,6,1,0,5,0,reyesfr01
Victor Reyes#,DET,AL,57,213,202,30,56,7,2,4,14,8,2,9,45,.277,.315,.391,.706,93,79,4,2,0,0,0,reyesvi01
Bryan Reynolds#,PIT,NL,55,208,185,24,35,6,2,7,19,1,1,21,57,.189,.275,.357,.632,71,66,2,1,0,0,0,reynobr01
Matt Reynolds,KCR,AL,3,11,11,1,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,0,0,0,reynoma03
Joey Rickard,SFG,NL,4,6,5,1,0,0,0,0,0,0,0,1,1,.000,.167,.000,.167,-48,0,0,0,0,0,0,rickajo01
JT Riddle*,PIT,NL,23,69,67,8,10,2,0,1,1,1,0,2,13,.149,.174,.224,.398,8,15,0,0,0,0,0,riddljt01
Austin Riley,ATL,NL,51,206,188,24,45,7,1,8,27,0,0,16,49,.239,.301,.415,.716,86,78,5,1,0,1,1,rileyau01
Edwin Rios*,LAD,NL,32,83,76,13,19,6,0,8,17,0,0,4,18,.250,.301,.645,.946,147,49,2,2,0,1,0,riosed01
René Rivera,NYM,NL,2,4,4,0,1,0,0,0,0,0,0,0,3,.250,.250,.250,.500,39,1,0,0,0,0,0,riverre01
Yadiel Rivera,TEX,AL,4,5,5,0,0,0,0,0,0,1,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,riverya01
Anthony Rizzo*,CHC,NL,58,243,203,26,45,6,0,11,24,3,1,28,38,.222,.342,.414,.755,103,84,6,10,0,2,4,rizzoan01
Luis Robert,CHW,AL,56,227,202,33,47,8,0,11,31,9,2,20,73,.233,.302,.436,.738,100,88,4,1,0,2,0,roberlu01
Daniel Robertson,SFG,NL,13,24,21,4,7,0,0,0,2,0,0,3,6,.333,.417,.333,.750,112,7,0,0,0,0,0,roberda10
Victor Robles,WSN,NL,52,189,168,20,37,5,1,3,15,4,1,9,53,.220,.293,.315,.608,66,53,0,9,1,2,0,roblevi01
Brendan Rodgers,COL,NL,7,21,21,1,2,1,0,0,2,0,0,0,6,.095,.095,.143,.238,-40,3,0,0,0,0,0,rodgebr02
Sean Rodríguez,MIA,NL,4,13,13,0,2,0,0,0,0,0,0,0,6,.154,.154,.154,.308,-16,2,0,0,0,0,0,rodrise01
Josh Rojas*,ARI,NL,17,70,61,9,11,0,0,0,2,1,1,7,16,.180,.257,.180,.437,22,11,1,0,0,2,0,rojasjo01
Miguel Rojas,MIA,NL,40,143,125,20,38,10,1,4,20,5,1,16,18,.304,.392,.496,.888,138,62,1,2,0,0,2,rojasmi02
Andrew Romine#,TEX,AL,2,4,4,1,1,1,0,0,0,0,0,0,1,.250,.250,.500,.750,100,2,0,0,0,0,0,rominan01
Austin Romine,DET,AL,37,135,130,12,31,5,0,2,17,0,0,4,47,.238,.259,.323,.582,59,42,3,0,0,1,0,rominau01
Brent Rooker,MIN,AL,7,21,19,4,6,2,0,1,5,0,0,0,5,.316,.381,.579,.960,162,11,0,2,0,0,0,rookebr01
Amed Rosario,NYM,NL,46,147,143,20,36,3,1,4,15,0,1,4,34,.252,.272,.371,.643,75,53,5,0,0,0,0,rosaram01
Eddie Rosario*,MIN,AL,57,231,210,31,54,7,0,13,42,3,1,19,34,.257,.316,.476,.792,116,100,3,0,0,2,2,rosared01
Trevor Rosenthal,TOT,MLB,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rosentr01
Trevor Rosenthal,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rosentr01
Trevor Rosenthal,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,rosentr01
Darin Ruf,SFG,NL,40,100,87,11,24,6,0,5,18,1,0,13,23,.276,.370,.517,.887,142,45,1,0,0,0,0,rufda01
José Ruiz,CHW,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,ruizjo01
Keibert Ruiz#,LAD,NL,2,8,8,1,2,0,0,1,1,0,0,0,3,.250,.250,.625,.875,126,5,0,0,0,0,0,ruizke01
Rio Ruiz*,BAL,AL,54,204,185,25,41,11,0,9,32,1,2,17,46,.222,.286,.427,.713,90,79,4,0,1,1,1,ruizri01
Ali Sánchez,NYM,NL,5,10,9,0,1,0,0,0,0,0,0,1,3,.111,.200,.111,.311,-10,1,2,0,0,0,0,sanchal04
Gary Sanchez,NYY,AL,49,178,156,19,23,4,0,10,24,0,0,18,64,.147,.253,.365,.618,70,57,6,4,0,0,0,sanchga02
Jesús Sánchez*,MIA,NL,10,29,25,1,1,1,0,0,2,0,0,4,11,.040,.172,.080,.252,-28,2,1,0,0,0,0,sanchje02
Yolmer Sanchez#,CHW,AL,11,21,16,7,5,3,0,1,1,0,0,5,5,.313,.476,.688,1.164,216,11,1,0,0,0,0,sanchca01
Pablo Sandoval#,TOT,NL,34,94,84,5,18,1,0,1,6,0,0,8,19,.214,.287,.262,.549,54,22,3,1,0,1,0,sandopa01
Pablo Sandoval#,SFG,NL,33,90,82,5,18,1,0,1,6,0,0,6,18,.220,.278,.268,.546,52,22,3,1,0,1,0,sandopa01
Pablo Sandoval#,ATL,NL,1,4,2,0,0,0,0,0,0,0,0,2,1,.000,.500,.000,.500,50,0,0,0,0,0,0,sandopa01
Miguel Sanó,MIN,AL,53,205,186,31,38,12,0,13,25,0,0,18,90,.204,.278,.478,.757,105,89,3,1,0,0,1,sanomi01
Carlos Santana#,CLE,AL,60,255,206,34,41,7,0,8,30,0,0,47,43,.199,.349,.350,.699,93,72,5,1,0,1,1,santaca01
Danny Santana#,TEX,AL,15,63,55,6,8,4,0,1,7,2,0,7,24,.145,.238,.273,.511,41,15,1,0,0,1,0,santada01
Domingo Santana,CLE,AL,24,84,70,6,11,3,0,2,12,0,0,13,25,.157,.298,.286,.583,62,20,2,1,0,0,0,santado01
Anthony Santander#,BAL,AL,37,165,153,24,40,13,1,11,32,0,1,10,25,.261,.315,.575,.890,135,88,2,2,0,0,3,santaan02
Scott Schebler*,ATL,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,schebsc01
Jonathan Schoop,DET,AL,44,177,162,26,45,4,2,8,23,0,0,8,39,.278,.324,.475,.799,116,77,8,4,0,2,0,schoojo01
Max Schrock*,STL,NL,11,17,17,1,3,0,0,1,1,0,0,0,6,.176,.176,.353,.529,42,6,0,0,0,0,0,schroma01
Kyle Schwarber*,CHC,NL,59,224,191,30,36,6,0,11,24,1,0,30,66,.188,.308,.393,.701,88,75,3,3,0,0,1,schwaky01
Corey Seager*,LAD,NL,52,232,212,38,65,12,1,15,41,1,0,17,37,.307,.358,.585,.943,150,124,8,1,0,2,0,seageco01
Kyle Seager*,SEA,AL,60,248,203,35,49,12,0,9,40,5,0,32,33,.241,.355,.433,.788,121,88,4,7,0,6,3,seageky01
Jean Segura,PHI,NL,54,217,192,28,51,5,2,7,25,2,2,23,45,.266,.347,.422,.769,107,81,6,1,1,0,2,segurje01
Marcus Semien,OAK,AL,53,236,211,28,47,9,1,7,23,4,0,25,50,.223,.305,.374,.679,89,79,3,0,0,0,0,semiema01
Nick Senzel,CIN,NL,23,78,70,8,13,6,0,2,8,2,1,6,15,.186,.247,.357,.604,55,25,2,0,0,1,0,senzeni01
Pedro Severino,BAL,AL,48,178,160,17,40,5,1,5,21,1,0,16,40,.250,.322,.388,.710,92,62,3,1,1,0,0,severpe01
Travis Shaw*,TOR,AL,50,180,163,17,39,10,0,6,17,0,0,16,50,.239,.306,.411,.717,95,67,4,0,0,1,0,shawtr01
Magneuris Sierra*,MIA,NL,19,53,44,8,11,3,1,0,7,4,1,5,9,.250,.333,.364,.697,89,16,0,1,2,1,0,sierrma01
Andrelton Simmons,LAA,AL,30,127,118,19,35,7,0,0,10,2,0,8,16,.297,.346,.356,.702,94,42,5,1,0,0,0,simmoan01
Chance Sisco*,BAL,AL,36,121,98,11,21,4,0,4,10,0,0,17,41,.214,.364,.378,.741,103,37,1,6,0,0,0,siscoch01
Austin Slater,SFG,NL,31,104,85,18,24,2,1,5,7,8,1,16,22,.282,.408,.506,.914,151,43,2,2,1,0,0,slateau01
Dominic Smith*,NYM,NL,50,199,177,27,56,21,1,10,42,0,0,14,45,.316,.377,.616,.993,168,109,2,5,0,3,0,smithdo02
Dwight Smith Jr.*,BAL,AL,21,72,63,9,14,3,0,2,6,1,0,7,19,.222,.306,.365,.671,82,23,1,1,0,1,1,smithdw02
Kevan Smith,TBR,AL,17,38,31,3,8,3,0,1,8,0,0,5,11,.258,.378,.452,.830,134,14,1,1,0,0,0,smithke04
Mallex Smith*,SEA,AL,14,47,45,2,6,2,0,0,3,2,0,2,13,.133,.170,.178,.348,-2,8,1,0,0,0,0,smithma05
Pavin Smith*,ARI,NL,12,44,37,7,10,0,1,1,4,1,0,5,8,.270,.341,.405,.746,102,15,0,0,0,2,0,smithpa04
Will Smith,LAD,NL,37,137,114,23,33,9,0,8,25,0,0,20,22,.289,.401,.579,.980,162,66,2,2,0,1,1,smithwi05
Justin Smoak#,TOT,NL,36,132,119,14,21,7,0,5,15,0,0,10,42,.176,.250,.361,.611,62,43,4,2,0,1,0,smoakju01
Justin Smoak#,MIL,NL,33,126,113,14,21,7,0,5,15,0,0,10,40,.186,.262,.381,.642,69,43,3,2,0,1,0,smoakju01
Justin Smoak#,SFG,NL,3,6,6,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,1,0,0,0,0,smoakju01
Eric Sogard*,MIL,NL,43,128,115,10,24,5,0,1,10,0,0,11,20,.209,.281,.278,.560,51,32,1,1,0,1,0,sogarer01
Nick Solak,TEX,AL,58,233,209,27,56,10,0,2,23,7,1,18,42,.268,.326,.344,.671,86,72,6,2,0,4,0,solakni01
Donovan Solano,SFG,NL,54,203,190,22,62,15,1,3,29,0,0,10,39,.326,.365,.463,.828,127,88,2,2,0,1,0,solando01
Jorge Soler,KCR,AL,43,174,149,17,34,8,0,8,24,0,0,19,60,.228,.326,.443,.769,106,66,3,3,0,1,0,solerjo01
Elliot Soto,LAA,AL,3,7,6,2,2,1,0,0,0,0,0,1,1,.333,.429,.500,.929,154,3,0,0,0,0,0,sotoel01
Juan Soto*,WSN,NL,47,196,154,39,54,14,0,13,37,6,2,41,28,.351,.490,.695,1.185,217,107,1,1,0,0,12,sotoju01
Steven Souza Jr.,CHC,NL,11,31,27,3,4,2,0,1,5,1,0,4,15,.148,.258,.333,.591,58,9,0,0,0,0,0,souzast01
George Springer,HOU,AL,51,222,189,37,50,6,2,14,32,1,2,24,38,.265,.359,.540,.899,141,102,3,5,0,2,0,springe01
Jacob Stallings,PIT,NL,42,143,125,13,31,7,0,3,18,0,0,15,40,.248,.326,.376,.702,91,47,2,0,2,1,0,stallja01
Giancarlo Stanton,NYY,AL,23,94,76,12,19,7,0,4,11,1,1,15,27,.250,.387,.500,.887,145,38,4,2,0,0,1,stantmi03
Bubba Starling,KCR,AL,35,64,59,5,10,1,0,1,5,0,0,4,27,.169,.219,.237,.456,24,14,0,0,0,1,0,starlbu01
Max Stassi,LAA,AL,31,105,90,12,25,2,0,7,20,0,0,11,21,.278,.352,.533,.886,138,48,5,1,0,3,0,stassma01
Tyler Stephenson,CIN,NL,8,20,17,4,5,0,0,2,6,0,0,2,9,.294,.400,.647,1.047,167,11,0,1,0,0,0,stephty01
Andrew Stevenson*,WSN,NL,15,47,41,11,15,7,1,2,12,2,0,5,11,.366,.447,.732,1.179,212,30,0,1,0,0,0,stevean01
Christin Stewart*,DET,AL,36,99,90,6,15,3,0,3,9,0,0,5,30,.167,.224,.300,.524,43,27,2,2,0,1,0,stewach02
DJ Stewart*,BAL,AL,31,112,88,13,17,2,0,7,15,0,0,20,38,.193,.355,.455,.809,118,40,0,2,2,0,0,stewadj01
Trevor Story,COL,NL,59,259,235,41,68,13,4,11,28,15,3,24,63,.289,.355,.519,.874,120,122,5,0,0,0,1,storytr01
Matt Strahm,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,strahma01
Dee Strange-Gordon*,SEA,AL,33,82,75,12,15,1,0,0,3,3,2,5,13,.200,.268,.213,.482,39,16,1,2,0,0,0,gordode01
Myles Straw,HOU,AL,33,86,82,8,17,4,0,0,8,6,2,4,22,.207,.244,.256,.500,37,21,0,0,0,0,0,strawmy01
Garrett Stubbs*,HOU,AL,14,10,8,1,1,0,0,0,1,0,1,0,0,.125,.111,.125,.236,-35,1,0,0,1,1,0,stubbga01
Eugenio Suárez,CIN,NL,57,231,198,29,40,8,0,15,38,2,0,30,67,.202,.312,.470,.781,100,93,5,2,0,1,1,suareeu01
Andrew Susac,PIT,NL,1,4,2,0,0,0,0,0,0,0,0,2,0,.000,.500,.000,.500,55,0,0,0,0,0,0,susacan01
Kurt Suzuki,WSN,NL,33,129,111,15,30,8,0,2,17,1,0,11,19,.270,.349,.396,.745,102,44,4,4,0,3,0,suzukku01
Dansby Swanson,ATL,NL,60,264,237,49,65,15,0,10,35,5,0,22,71,.274,.345,.464,.809,111,110,0,4,0,1,0,swansda01
Raimel Tapia*,COL,NL,51,206,184,26,59,8,2,1,17,8,2,14,38,.321,.369,.402,.772,98,74,3,2,1,3,0,tapiara01
Fernando Tatis Jr.,SDP,NL,59,257,224,50,62,11,2,17,45,11,3,27,61,.277,.366,.571,.937,156,128,6,5,0,1,1,tatisfe02
Mike Tauchman*,NYY,AL,43,111,95,18,23,6,0,0,14,6,0,14,26,.242,.342,.305,.648,84,29,3,1,0,1,3,tauchmi01
Leody Taveras#,TEX,AL,33,134,119,20,27,6,1,4,6,8,0,14,43,.227,.308,.395,.703,93,47,0,0,1,0,0,taverle01
Beau Taylor*,CLE,AL,7,24,21,1,1,0,0,0,2,0,0,2,9,.048,.130,.048,.178,-48,1,0,0,1,0,0,taylobe11
Chris Taylor,LAD,NL,56,214,185,30,50,10,2,8,32,3,2,26,55,.270,.366,.476,.842,127,88,3,2,1,0,0,tayloch03
Michael A. Taylor,WSN,NL,38,99,92,11,18,6,0,5,16,0,0,6,27,.196,.253,.424,.676,79,39,2,1,0,0,0,taylomi02
Tyrone Taylor,MIL,NL,22,41,38,6,9,4,0,2,6,0,0,2,8,.237,.293,.500,.793,107,19,1,1,0,0,0,tayloty01
Anderson Tejeda#,TEX,AL,23,77,75,7,19,4,1,3,8,4,1,2,30,.253,.273,.453,.726,96,34,2,0,0,0,0,tejedan01
Rowdy Tellez*,TOR,AL,35,127,113,20,32,5,0,8,23,0,1,11,20,.283,.346,.540,.886,139,61,1,1,0,2,1,tellero01
Matt Thaiss*,LAA,AL,8,25,21,3,3,0,0,1,1,0,0,4,8,.143,.280,.286,.566,56,6,1,0,0,0,0,thaisma01
Eric Thames*,WSN,NL,41,140,123,10,25,5,0,3,12,1,0,14,42,.203,.300,.317,.617,68,39,2,3,0,0,1,thameer01
Lane Thomas,STL,NL,18,40,36,5,4,2,0,1,2,0,0,4,13,.111,.200,.250,.450,24,9,1,0,0,0,0,thomala02
Abraham Toro#,HOU,AL,33,97,87,13,13,2,0,3,9,1,1,3,23,.149,.237,.276,.513,40,24,1,7,0,0,0,toroab01
Luis Torrens,TOT,MLB,25,78,70,5,18,5,0,1,6,0,0,7,15,.257,.325,.371,.696,96,26,1,0,1,0,0,torrelu01
Luis Torrens,SDP,NL,7,13,11,0,3,1,0,0,0,0,0,1,2,.273,.333,.364,.697,95,4,0,0,1,0,0,torrelu01
Luis Torrens,SEA,AL,18,65,59,5,15,4,0,1,6,0,0,6,13,.254,.323,.373,.696,96,22,1,0,0,0,0,torrelu01
Gleyber Torres,NYY,AL,42,160,136,17,33,8,0,3,16,1,0,22,28,.243,.356,.368,.724,103,50,5,2,0,0,0,torregl01
Ronald Torreyes,PHI,NL,4,7,7,1,1,1,0,0,0,0,0,0,0,.143,.143,.286,.429,12,2,1,0,0,0,0,torrero01
Jose Trevino,TEX,AL,24,83,76,10,19,8,0,2,9,0,0,3,15,.250,.280,.434,.715,94,33,1,1,1,2,0,trevijo01
Chadwick Tromp,SFG,NL,24,64,61,11,13,1,0,4,10,0,0,1,20,.213,.219,.426,.645,72,26,3,0,0,2,0,trompch01
Mike Trout,LAA,AL,53,241,199,41,56,9,2,17,46,1,1,35,56,.281,.390,.603,.993,167,120,1,3,0,4,4,troutmi01
Yoshi Tsutsugo*,TBR,AL,51,185,157,27,31,5,1,8,24,0,0,26,50,.197,.314,.395,.708,99,62,5,1,0,1,1,tsutsyo01
Cole Tucker#,PIT,NL,37,116,109,17,24,3,0,1,8,1,0,5,31,.220,.252,.275,.527,44,30,3,0,1,1,0,tuckeco01
Kyle Tucker*,HOU,AL,58,228,209,33,56,12,6,9,42,8,1,18,46,.268,.325,.512,.837,124,107,2,0,0,1,2,tuckeky01
Justin Turner,LAD,NL,42,175,150,26,46,9,1,4,23,1,0,18,26,.307,.400,.460,.860,133,69,2,6,0,1,0,turneju01
Trea Turner,WSN,NL,59,259,233,46,78,15,4,12,41,12,4,22,36,.335,.394,.588,.982,162,137,5,2,0,2,0,turnetr01
Justin Upton,LAA,AL,42,166,147,20,30,5,0,9,22,0,2,11,43,.204,.289,.422,.711,92,62,6,7,0,1,0,uptonju01
Luis Urías,MIL,NL,41,120,109,11,26,4,1,0,11,2,2,10,32,.239,.308,.294,.602,63,32,4,1,0,0,0,uriaslu01
Ramón Urías,BAL,AL,10,27,25,3,9,2,0,1,3,0,0,2,6,.360,.407,.560,.967,160,14,1,0,0,0,0,uriasra01
Gio Urshela,NYY,AL,43,174,151,24,45,11,0,6,30,1,0,18,25,.298,.368,.490,.858,137,74,6,1,0,4,0,urshegi01
Pat Valaika,BAL,AL,52,150,141,24,39,4,0,8,16,0,2,8,34,.277,.315,.475,.791,111,67,3,0,1,0,0,valaipa01
César Valdez,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,valdece01
Josh VanMeter*,TOT,NL,26,79,70,9,9,3,0,2,6,1,0,7,24,.129,.228,.257,.485,29,18,0,2,0,0,0,vanmejo01
Josh VanMeter*,CIN,NL,14,38,34,3,2,1,0,1,1,1,0,3,16,.059,.158,.176,.334,-13,6,0,1,0,0,0,vanmejo01
Josh VanMeter*,ARI,NL,12,41,36,6,7,2,0,1,5,0,0,4,8,.194,.293,.333,.626,70,12,0,1,0,0,0,vanmejo01
Ildemaro Vargas#,TOT,MLB,24,54,51,6,10,1,1,1,3,0,0,2,10,.196,.222,.314,.536,45,16,2,0,0,1,0,vargail01
Ildemaro Vargas#,TOT,NL,14,30,29,3,5,0,0,1,1,0,0,1,8,.172,.200,.276,.476,27,8,1,0,0,0,0,vargail01
Ildemaro Vargas#,ARI,NL,8,21,20,2,3,0,0,0,0,0,0,1,5,.150,.190,.150,.340,-5,3,1,0,0,0,0,vargail01
Ildemaro Vargas#,MIN,AL,10,24,22,3,5,1,1,0,2,0,0,1,2,.227,.250,.364,.614,68,8,1,0,0,1,0,vargail01
Ildemaro Vargas#,CHC,NL,6,9,9,1,2,0,0,1,1,0,0,0,3,.222,.222,.556,.778,100,5,0,0,0,0,0,vargail01
Daulton Varsho*,ARI,NL,37,115,101,16,19,5,2,3,9,3,1,12,33,.188,.287,.366,.653,76,37,1,2,0,0,0,varshda01
Christian Vázquez,BOS,AL,47,189,173,22,49,9,0,7,23,4,3,16,43,.283,.344,.457,.801,111,79,6,0,0,0,0,vazquch01
Andrew Velazquez#,BAL,AL,40,77,63,11,10,1,1,0,3,4,2,10,23,.159,.274,.206,.480,34,13,2,0,4,0,0,velazan01
Alex Verdugo*,BOS,AL,53,221,201,36,62,16,0,6,15,4,0,17,45,.308,.367,.478,.844,123,96,4,2,0,1,1,verdual01
Jonathan Villar#,TOT,MLB,52,207,185,13,43,5,0,2,15,16,5,19,54,.232,.301,.292,.593,63,54,2,0,1,2,1,villajo01
Jonathan Villar#,MIA,NL,30,128,116,10,30,4,0,2,9,9,5,10,32,.259,.315,.345,.660,79,40,2,0,1,1,1,villajo01
Jonathan Villar#,TOR,AL,22,79,69,3,13,1,0,0,6,7,0,9,22,.188,.278,.203,.481,36,14,0,0,0,1,0,villajo01
Meibrys Viloria*,KCR,AL,15,24,21,1,4,1,0,0,0,0,0,2,9,.190,.292,.238,.530,47,5,0,1,0,0,0,vilorme01
Daniel Vogelbach*,TOT,MLB,39,136,115,16,24,3,0,6,16,0,0,20,33,.209,.331,.391,.722,98,45,3,1,0,0,1,vogelda01
Daniel Vogelbach*,TOT,AL,20,69,57,3,5,1,0,2,4,0,0,12,15,.088,.246,.211,.457,31,12,1,0,0,0,1,vogelda01
Daniel Vogelbach*,SEA,AL,18,64,53,3,5,1,0,2,4,0,0,11,13,.094,.250,.226,.476,36,12,1,0,0,0,1,vogelda01
Daniel Vogelbach*,TOR,AL,2,5,4,0,0,0,0,0,0,0,0,1,2,.000,.200,.000,.200,-37,0,0,0,0,0,0,vogelda01
Daniel Vogelbach*,MIL,NL,19,67,58,13,19,2,0,4,12,0,0,8,18,.328,.418,.569,.987,161,33,2,1,0,0,0,vogelda01
Stephen Vogt*,ARI,NL,26,81,72,6,12,5,0,1,7,0,0,8,18,.167,.247,.278,.525,43,20,1,0,0,1,0,vogtst01
Luke Voit,NYY,AL,56,234,213,41,59,5,0,22,52,0,0,17,54,.277,.338,.610,.948,157,130,4,3,0,1,0,voitlu01
Joey Votto*,CIN,NL,54,223,186,32,42,8,0,11,22,0,0,37,43,.226,.354,.446,.800,107,83,5,0,0,0,1,vottojo01
LaMonte Wade Jr.*,MIN,AL,16,44,39,3,9,3,0,0,1,1,1,4,9,.231,.318,.308,.626,76,12,0,1,0,0,0,wadela01
Tyler Wade*,NYY,AL,52,105,88,19,15,3,0,3,10,4,1,12,22,.170,.288,.307,.595,67,27,1,3,1,1,0,wadety01
Marcus Walden,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,waldema01
Christian Walker,ARI,NL,57,243,218,35,59,18,1,7,34,1,1,19,50,.271,.333,.459,.792,112,100,6,3,0,3,0,walkech02
Neil Walker#,PHI,NL,18,41,39,5,9,3,0,0,3,0,0,1,13,.231,.244,.308,.552,48,12,0,0,0,1,0,walkene01
Chad Wallach,MIA,NL,15,48,44,4,10,3,0,1,6,0,0,3,12,.227,.277,.364,.640,71,16,1,0,1,0,0,wallach01
Jared Walsh*,LAA,AL,32,108,99,19,29,4,2,9,26,0,0,5,15,.293,.324,.646,.971,157,64,0,1,0,3,0,walshja01
Donovan Walton*,SEA,AL,5,14,13,0,2,1,0,0,3,0,1,1,5,.154,.214,.231,.445,26,3,1,0,0,0,0,waltodo01
Taylor Ward,LAA,AL,34,102,94,16,26,6,2,0,5,2,0,8,28,.277,.333,.383,.716,96,36,1,0,0,0,0,wardta01
Joey Wendle*,TBR,AL,50,184,168,24,48,9,2,4,17,8,2,10,35,.286,.342,.435,.777,118,73,1,5,0,1,1,wendljo01
Eli White,TEX,AL,19,52,48,5,9,2,0,0,3,1,1,3,16,.188,.231,.229,.460,28,11,0,0,0,1,0,whiteel04
Evan White,SEA,AL,54,202,182,19,32,7,0,8,26,1,2,18,84,.176,.252,.346,.599,66,63,3,1,0,1,0,whiteev01
Aaron Whitefield,MIN,AL,3,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,whiteaa01
Rowan Wick*,CHC,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,wickro01
Matt Wieters#,STL,NL,19,41,35,3,7,1,0,0,4,0,0,3,10,.200,.300,.229,.529,50,8,1,2,1,0,0,wietema01
Justin Williams*,STL,NL,3,6,5,0,1,0,0,0,0,0,0,1,2,.200,.333,.200,.533,54,1,0,0,0,0,0,williju02
Mason Williams*,BAL,AL,10,18,18,0,2,0,1,0,0,0,1,0,9,.111,.111,.222,.333,-13,4,0,0,0,0,0,willima10
Taylor Williams#,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,willita01
Taylor Williams#,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,willita01
Jesse Winker*,CIN,NL,54,183,149,27,38,7,0,12,23,1,0,28,46,.255,.388,.544,.932,139,81,3,5,0,1,0,winkeje01
Dan Winkler,CHC,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,winklda01
Patrick Wisdom,CHC,NL,2,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,wisdopa01
Tony Wolters*,COL,NL,42,109,100,10,23,4,0,0,8,0,0,6,30,.230,.280,.270,.550,42,27,1,1,2,0,0,wolteto01
Kolten Wong*,STL,NL,53,208,181,26,48,4,2,1,16,5,2,20,30,.265,.350,.326,.675,90,59,1,4,2,1,1,wongko01
Jake Woodford,STL,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,woodfja01
Mike Yastrzemski*,SFG,NL,54,225,192,39,57,14,4,10,35,2,1,30,55,.297,.400,.568,.968,164,109,2,3,0,0,2,yastrmi01
Christian Yelich*,MIL,NL,58,247,200,39,41,7,1,12,22,4,2,46,76,.205,.356,.430,.786,110,86,4,1,0,0,2,yelicch01
Andrew Young,ARI,NL,12,34,26,3,5,2,0,1,4,0,0,5,10,.192,.382,.385,.767,110,10,0,3,0,0,0,youngan02
Bradley Zimmer*,CLE,AL,20,50,37,3,6,0,0,1,3,2,1,7,14,.162,.360,.243,.603,71,9,2,5,0,1,0,zimmebr01
